as_of_date,instrument_id,counterparty_id,product_type,segment,origination_date,maturity_date,original_balance,current_balance,undrawn_amount,interest_rate,days_past_due,watchlist_flag,forbearance_flag,default_flag,chargeoff_flag,collateral_type,collateral_value,ltv,risk_grade,state
2026-06-30,LN-000827,CP-I-00977,Credit Card,RETAIL,2024-04-03,2034-03-30,21402.531590173112,20709.458756565324,10650.522066027828,0.1389591216420812,0,0,0,0,0,Unsecured,0.0,,,TX
2026-06-30,LN-000828,CP-C-00392,Commercial Term Loan,COMMERCIAL,2023-09-18,2030-09-14,1476530.1956437663,999951.8322152811,0.0,0.06309173737463666,0,0,0,0,0,Business Assets,1032926.291726234,0.9680766577682463,BBB-,FL
2026-06-30,LN-000829,CP-I-01347,Credit Card,RETAIL,2023-03-07,2033-03-02,7093.872909913098,6354.849992126816,5584.184273865649,0.07186871162167895,0,0,0,0,0,Unsecured,0.0,,,CA
2026-06-30,LN-000830,CP-I-01034,Credit Card,RETAIL,2024-09-14,2034-09-10,10253.990794565974,7457.158886042386,8108.925577765814,0.04728186784066529,0,0,0,0,0,Unsecured,0.0,,,CA
2026-06-30,LN-000831,CP-I-01655,Credit Card,RETAIL,2022-11-15,2032-11-10,6285.48953418235,3142.1655406944033,9587.739087863754,0.0854807828272828,0,0,0,0,0,Unsecured,0.0,,,VA
2026-06-30,LN-000832,CP-C-00476,Commercial Term Loan,COMMERCIAL,2025-08-11,2032-08-07,1054233.6688009922,926536.0408135471,0.0,0.20398297141462107,0,0,0,0,0,Business Assets,892688.626611408,1.0379162601529066,BBB+,GA
2026-06-30,LN-000833,CP-I-00331,Personal Loan,RETAIL,2025-01-07,2029-01-05,24458.165246077722,16816.211035832832,0.0,0.21798128110664725,0,0,0,0,0,Unsecured,0.0,,,NC
2026-06-30,LN-000834,CP-I-00796,Credit Card,RETAIL,2023-02-26,2033-02-21,8450.444183303054,11748.84593019479,6678.8487521587285,0.13737828626731938,0,1,0,0,0,Unsecured,0.0,,,VA
2026-06-30,LN-000835,CP-I-01257,Mortgage,RETAIL,2021-05-25,2051-05-12,241994.64190894048,208651.15152721643,0.0,0.19248146373775174,0,1,0,1,0,Residential Real Estate,234411.3839281539,0.8901067347103208,,CA
2026-06-30,LN-000836,CP-I-00929,Credit Card,RETAIL,2025-04-30,2035-04-26,7697.0643218184505,3860.3382488265024,5720.0596434507,0.21196286470108874,0,0,0,0,0,Unsecured,0.0,,,GA
2026-06-30,LN-000837,CP-C-00224,Commercial Term Loan,COMMERCIAL,2022-10-20,2029-10-16,1695154.3959854576,984557.7008124454,0.0,0.18226386991976332,0,0,0,0,0,Business Assets,1252374.786080237,0.7861526052388657,BBB,CA
2026-06-30,LN-000838,CP-I-00256,Auto Loan,RETAIL,2026-03-16,2031-03-14,39910.73638559392,38773.70567604605,0.0,0.10196125778416903,0,0,0,0,0,Vehicle,45593.664445736154,0.850418718201364,,VA
2026-06-30,LN-000839,CP-C-00205,Commercial Real Estate,COMMERCIAL,2023-07-08,2038-07-01,2264172.962617157,1956724.4006348553,0.0,0.20699399239703362,0,0,0,0,0,Commercial Real Estate,1645813.5747145151,1.1889101115077818,BB,GA
2026-06-30,LN-000840,CP-C-00457,Commercial Term Loan,COMMERCIAL,2025-05-26,2032-05-22,5982585.35368347,5111182.802358519,0.0,0.12487530652237014,0,0,0,0,0,Business Assets,6136810.365088636,0.832872860376336,A,NC
2026-06-30,LN-000841,CP-C-00421,Equipment Lease,COMMERCIAL,2020-01-23,2025-01-20,2251477.378390232,600635.9515864884,0.0,0.17374317319273477,0,0,0,0,0,Equipment,866920.8455042954,0.6928382847191698,BBB-,FL
2026-06-30,LN-000842,CP-C-00065,Commercial Real Estate,COMMERCIAL,2022-03-17,2037-03-10,8175155.373984785,6125600.711148805,0.0,0.1961481445896889,0,0,0,0,0,Commercial Real Estate,5117699.451509812,1.196944206901725,BBB,GA
2026-06-30,LN-000843,CP-C-00197,Commercial Term Loan,COMMERCIAL,2023-10-26,2030-10-22,4829638.54879772,3370887.687973381,0.0,0.1930850351871426,0,0,0,0,0,Business Assets,2805697.6195714246,1.2014436853278188,A,FL
2026-06-30,LN-000844,CP-I-01553,Credit Card,RETAIL,2024-05-31,2034-05-27,20658.80784919486,32193.60201894079,6872.913097412489,0.0675486258775074,0,0,0,0,0,Unsecured,0.0,,,TX
2026-06-30,LN-000845,CP-C-00044,Commercial Real Estate,COMMERCIAL,2022-05-27,2037-05-20,1621989.0222178253,1225391.1236165424,0.0,0.0820426584184582,0,0,0,0,0,Commercial Real Estate,1196570.573693909,1.0240859591203735,BB+,TX
2026-06-30,LN-000846,CP-C-00336,Revolving Credit Facility,COMMERCIAL,2024-06-28,2034-06-24,1028978.7567667144,1325595.937520469,754239.3276580886,0.21041283464954438,0,0,0,0,0,Unsecured,0.0,,A,VA
2026-06-30,LN-000847,CP-I-01667,Auto Loan,RETAIL,2025-08-25,2030-08-23,21188.961469416776,19037.47890964524,0.0,0.16910724453912562,0,1,0,0,0,Vehicle,18597.687000209273,1.0236476670153132,,NY
2026-06-30,LN-000848,CP-I-01632,Personal Loan,RETAIL,2019-12-03,2023-12-01,17949.805317371894,4902.918560555161,0.0,0.047657276936077034,15,1,0,0,0,Unsecured,0.0,,,NC
2026-06-30,LN-000849,CP-I-01322,Auto Loan,RETAIL,2021-01-24,2026-01-22,18049.647139109627,4845.6994257435,0.0,0.15282837982031916,0,1,0,0,0,Vehicle,6558.877099610357,0.7388001562083498,,NY
2026-06-30,LN-000850,CP-I-00980,Mortgage,RETAIL,2025-01-06,2054-12-24,612030.6442354306,576945.9793767576,0.0,0.10136161107726874,0,0,0,0,0,Residential Real Estate,623024.5570935815,0.926040511257243,,NY
2026-06-30,LN-000851,CP-I-01445,Mortgage,RETAIL,2020-04-13,2050-03-31,259613.40984216685,219174.79583660202,0.0,0.20769959164905968,0,0,0,0,0,Residential Real Estate,273818.5185772403,0.8004381769919479,,VA
2026-06-30,LN-000852,CP-C-00143,Commercial Real Estate,COMMERCIAL,2024-05-02,2039-04-26,8253397.19354069,7422927.518133421,0.0,0.18712677034342787,0,0,0,0,0,Commercial Real Estate,6280393.316035161,1.1819208040969553,BBB,VA
2026-06-30,LN-000853,CP-I-01163,Mortgage,RETAIL,2025-02-09,2055-01-27,104497.2849289239,101472.25783112978,0.0,0.06116757836625615,0,1,0,0,0,Residential Real Estate,91070.02561413283,1.1142223486470906,,FL
2026-06-30,LN-000854,CP-I-01526,Mortgage,RETAIL,2019-09-16,2049-09-02,958253.371350132,800375.4933529249,0.0,0.1683378808537305,15,0,0,0,0,Residential Real Estate,986985.6686669114,0.8109291945788487,,FL
2026-06-30,LN-000855,CP-C-00010,Commercial Term Loan,COMMERCIAL,2023-05-08,2030-05-04,1299393.895956951,852243.5441575854,0.0,0.08442836977352519,0,0,0,0,0,Business Assets,1016083.6238637755,0.8387533507496466,BBB,NY
2026-06-30,LN-000856,CP-C-00070,Equipment Lease,COMMERCIAL,2024-08-16,2029-08-14,1549290.4447094898,1083881.0290835453,0.0,0.19256416125037942,0,0,0,0,0,Equipment,916928.0977567129,1.1820785421837186,BBB+,VA
2026-06-30,LN-000857,CP-C-00450,Revolving Credit Facility,COMMERCIAL,2021-01-04,2030-12-31,2401746.867085862,2194012.2746037124,1516662.5621994901,0.06281338531444311,0,0,0,0,0,Unsecured,0.0,,BBB-,FL
2026-06-30,LN-000858,CP-C-00141,Commercial Term Loan,COMMERCIAL,2020-01-23,2027-01-19,554929.300785918,150303.51618174568,0.0,0.18546070511038623,0,0,0,0,0,Business Assets,152293.31116703444,0.9869344558205425,BBB+,TX
2026-06-30,LN-000859,CP-C-00032,Revolving Credit Facility,COMMERCIAL,2019-10-25,2029-10-20,321848.11301082117,256034.0042529775,109426.87767056254,0.04191307002224177,0,0,0,0,0,Unsecured,0.0,,BBB-,TX
2026-06-30,LN-000860,CP-I-01465,Credit Card,RETAIL,2022-03-17,2032-03-12,41487.627370691116,61116.436761008445,20263.47559396518,0.15572587672166258,45,1,0,0,0,Unsecured,0.0,,,FL
2026-06-30,LN-000861,CP-C-00167,Equipment Lease,COMMERCIAL,2023-12-19,2028-12-16,543505.392252354,332821.7121192291,0.0,0.07950523549536606,0,0,0,0,0,Equipment,328692.7740738651,1.0125616939922024,BBB-,FL
2026-06-30,LN-000862,CP-I-00215,Mortgage,RETAIL,2022-12-05,2052-11-21,262363.7950501105,234940.33969923336,0.0,0.20091107574293832,0,0,0,0,0,Residential Real Estate,316489.32991855155,0.7423325764558799,,VA
2026-06-30,LN-000863,CP-I-01559,Personal Loan,RETAIL,2025-04-30,2029-04-28,15582.859179531539,11544.908337928333,0.0,0.052932942265289364,0,0,0,0,0,Unsecured,0.0,,,NY
2026-06-30,LN-000864,CP-C-00089,Revolving Credit Facility,COMMERCIAL,2022-05-01,2032-04-26,205180.71818818367,250677.28461531643,58588.41940115235,0.17340483666559653,0,0,0,0,0,Unsecured,0.0,,BBB,NC
2026-06-30,LN-000865,CP-I-01673,Credit Card,RETAIL,2020-01-30,2030-01-25,13723.388515453289,4282.644483039497,16849.327045089565,0.16552659734114938,0,0,0,0,0,Unsecured,0.0,,,VA
2026-06-30,LN-000866,CP-C-00576,Commercial Real Estate,COMMERCIAL,2022-12-08,2037-12-01,8019259.130837676,6638375.853310964,0.0,0.08615335577295288,0,0,0,0,0,Commercial Real Estate,7187597.607677097,0.9235875762188596,BB+,NY
2026-06-30,LN-000867,CP-I-00448,Credit Card,RETAIL,2026-04-21,2036-04-16,8476.160153622468,2280.8597657393934,7253.29149929591,0.0814152499033898,0,0,0,0,0,Unsecured,0.0,,,TX
2026-06-30,LN-000868,CP-C-00118,Revolving Credit Facility,COMMERCIAL,2021-05-23,2031-05-19,3132979.1563817784,4574433.033105526,1265207.9873929583,0.11111950320619757,0,0,0,0,0,Unsecured,0.0,,BBB,VA
2026-06-30,LN-000869,CP-I-01426,Auto Loan,RETAIL,2025-04-16,2030-04-14,30406.26604130119,24989.318841261374,0.0,0.07345683426778744,0,0,0,0,0,Vehicle,27012.16312430359,0.9251135766605004,,CA
2026-06-30,LN-000870,CP-I-00394,Mortgage,RETAIL,2021-06-10,2051-05-28,177896.201970514,152428.6605091759,0.0,0.15458956092451898,0,1,0,0,0,Residential Real Estate,135275.40807632392,1.1268024445594276,,NY
2026-06-30,LN-000871,CP-C-00197,Equipment Lease,COMMERCIAL,2024-12-09,2029-12-07,1628611.929750019,1233613.081194297,0.0,0.1690664776011832,0,0,0,0,0,Equipment,926191.7250165149,1.3319197827774811,A,FL
2026-06-30,LN-000872,CP-I-00868,Auto Loan,RETAIL,2020-07-27,2025-07-25,64158.95013982881,16261.703466986986,0.0,0.07676452811237994,0,0,0,0,0,Vehicle,21841.862656592068,0.7445199945930006,,TX
2026-06-30,LN-000873,CP-I-00187,Personal Loan,RETAIL,2020-02-11,2024-02-09,9186.179409632448,2410.4358212368993,0.0,0.1796659305232144,0,0,0,0,0,Unsecured,0.0,,,NC
2026-06-30,LN-000874,CP-C-00067,Equipment Lease,COMMERCIAL,2020-06-30,2025-06-28,473226.3802728285,120394.14893843741,0.0,0.18243620264791674,0,0,0,0,0,Equipment,108485.05580737299,1.1097763470040547,BBB+,CA
2026-06-30,LN-000875,CP-I-00206,Mortgage,RETAIL,2022-04-29,2052-04-15,184803.3163380886,161418.7541060949,0.0,0.2009387814967203,0,0,0,0,0,Residential Real Estate,230350.23605817434,0.7007535866615262,,NY
2026-06-30,LN-000876,CP-I-00035,Credit Card,RETAIL,2024-05-23,2034-05-19,10773.106557168285,4084.477970174111,8148.947988525734,0.055251231944118406,0,0,0,0,0,Unsecured,0.0,,,GA
2026-06-30,LN-000877,CP-I-00629,Credit Card,RETAIL,2023-07-12,2033-07-07,3594.5760565000282,1531.1763756393289,2964.317060124869,0.18906249584533458,0,0,0,0,0,Unsecured,0.0,,,TX
2026-06-30,LN-000878,CP-C-00100,Equipment Lease,COMMERCIAL,2022-05-04,2027-05-02,1363237.1185821376,463238.08136295737,0.0,0.09637623151722097,0,0,0,0,0,Equipment,602352.988672881,0.7690475353721992,BBB+,NY
2026-06-30,LN-000879,CP-I-01518,Mortgage,RETAIL,2021-04-18,2051-04-05,209777.55520797204,185002.75282749505,0.0,0.20148211860132928,0,0,0,0,0,Residential Real Estate,174389.83217139807,1.0608574509416704,,NY
2026-06-30,LN-000880,CP-I-01183,Mortgage,RETAIL,2020-01-25,2050-01-11,202512.02303256321,164815.22109534044,0.0,0.12460628093435402,0,0,0,0,0,Residential Real Estate,130167.55303424285,1.266177455544416,,FL
2026-06-30,LN-000881,CP-I-01158,Mortgage,RETAIL,2023-03-18,2053-03-04,215797.69162787477,198096.2371219302,0.0,0.12587054522339153,0,0,0,0,0,Residential Real Estate,276621.0362394695,0.7161286061788853,,FL
2026-06-30,LN-000882,CP-C-00016,Equipment Lease,COMMERCIAL,2025-02-12,2030-02-10,251927.31796358747,198890.02501078832,0.0,0.10345381991759975,0,0,0,0,0,Equipment,197626.21694461853,1.006394941347908,BBB,NY
2026-06-30,LN-000883,CP-I-00840,Personal Loan,RETAIL,2023-03-29,2027-03-27,21874.910296971924,7594.349297818048,0.0,0.0606048312548504,0,0,0,0,0,Unsecured,0.0,,,TX
2026-06-30,LN-000884,CP-I-00691,Mortgage,RETAIL,2023-03-26,2053-03-12,816737.9521207632,726206.4374272746,0.0,0.15627368392969834,0,0,0,0,0,Residential Real Estate,850912.2614187975,0.8534445563358196,,FL
2026-06-30,LN-000885,CP-I-00697,Auto Loan,RETAIL,2020-07-31,2025-07-29,39780.40920131837,10803.36987853364,0.0,0.06018722610778695,0,0,0,0,0,Vehicle,12859.0962474943,0.840134459732251,,TX
2026-06-30,LN-000886,CP-I-01072,Mortgage,RETAIL,2023-04-01,2053-03-18,529166.6886292158,472305.1439359558,0.0,0.17137689411959112,0,0,0,0,0,Residential Real Estate,423767.9652889924,1.1145371585930595,,VA
2026-06-30,LN-000887,CP-I-00343,Personal Loan,RETAIL,2023-07-08,2027-07-06,10458.82967483972,4120.462118492337,0.0,0.09868928322364467,30,1,0,0,0,Unsecured,0.0,,,NC
2026-06-30,LN-000888,CP-C-00617,Commercial Term Loan,COMMERCIAL,2024-02-04,2031-01-31,4665137.93485168,3371413.9668048145,0.0,0.08458100554806212,90,1,0,1,0,Business Assets,2905716.997898875,1.16026921040235,BBB+,FL
2026-06-30,LN-000889,CP-C-00582,Commercial Term Loan,COMMERCIAL,2020-07-09,2027-07-06,1127755.418629509,356191.38463535154,0.0,0.13660660088469048,0,0,0,0,0,Business Assets,512829.5345788132,0.694560981024409,BBB+,NY
2026-06-30,LN-000890,CP-I-00504,Mortgage,RETAIL,2024-03-26,2054-03-13,632386.4630470565,612403.9945241632,0.0,0.1160507927596941,0,0,0,0,0,Residential Real Estate,843948.0819984523,0.7256417871985711,,FL
2026-06-30,LN-000891,CP-I-00037,Credit Card,RETAIL,2022-02-06,2032-02-02,19931.840158600182,28743.47254821648,9788.468652728108,0.04868914371575169,0,0,0,0,0,Unsecured,0.0,,,CA
2026-06-30,LN-000892,CP-C-00415,Revolving Credit Facility,COMMERCIAL,2021-07-23,2031-07-19,572567.6575148242,445379.37481120223,348368.3459649331,0.18516692965093173,0,0,0,0,0,Unsecured,0.0,,AAA,GA
2026-06-30,LN-000893,CP-I-00843,Mortgage,RETAIL,2020-09-20,2050-09-07,178775.83287731474,149750.31635957793,0.0,0.06396659467841997,0,1,0,0,0,Residential Real Estate,157101.47615686565,0.9532075701825513,,FL
2026-06-30,LN-000894,CP-I-00134,Auto Loan,RETAIL,2020-03-29,2025-03-27,39091.6593653511,10422.942570006524,0.0,0.19166375716340034,0,0,0,0,0,Vehicle,11645.19715562702,0.8950421732422198,,FL
2026-06-30,LN-000895,CP-I-00886,Personal Loan,RETAIL,2022-02-11,2026-02-09,5211.334716358225,1418.2697123267908,0.0,0.2069060061665305,0,0,0,0,0,Unsecured,0.0,,,NC
2026-06-30,LN-000896,CP-I-01340,Personal Loan,RETAIL,2023-08-12,2027-08-10,34300.57926031986,14219.960146142,0.0,0.13610243425419719,60,1,0,0,0,Unsecured,0.0,,,VA
2026-06-30,LN-000897,CP-I-00437,Mortgage,RETAIL,2020-04-16,2050-04-03,211369.2850637985,171890.2785502881,0.0,0.18152928874620244,0,1,0,0,0,Residential Real Estate,222979.05143537352,0.7708808403470467,,FL
2026-06-30,LN-000898,CP-I-01041,Personal Loan,RETAIL,2025-12-15,2029-12-13,16248.36439747905,14506.2587052311,0.0,0.14933956083801633,0,0,0,0,0,Unsecured,0.0,,,VA
2026-06-30,LN-000899,CP-I-01478,Credit Card,RETAIL,2024-01-20,2034-01-15,10503.945500990929,6602.323217398976,11357.236819736017,0.1521607448564319,0,0,0,0,0,Unsecured,0.0,,,FL
2026-06-30,LN-000900,CP-I-01087,Auto Loan,RETAIL,2020-03-25,2025-03-23,37467.48672368069,9663.905020339715,0.0,0.12284960253704832,45,1,0,0,0,Vehicle,11608.49128236583,0.8324858748026897,,TX
2026-06-30,LN-000901,CP-I-00534,Personal Loan,RETAIL,2026-02-10,2030-02-08,7464.864307849218,6628.588358066246,0.0,0.163756466917177,0,0,0,0,0,Unsecured,0.0,,,FL
2026-06-30,LN-000902,CP-I-00484,Mortgage,RETAIL,2023-05-19,2053-05-05,409138.07403640053,360168.9659249282,0.0,0.14659604647505542,0,0,0,0,0,Residential Real Estate,272800.18171343114,1.3202665909631817,,VA
2026-06-30,LN-000903,CP-I-00658,Mortgage,RETAIL,2026-02-21,2056-02-08,157162.26411995586,154922.26221383884,0.0,0.2186255478341743,0,0,0,0,0,Residential Real Estate,215404.53431046035,0.7192154181422707,,FL
2026-06-30,LN-000904,CP-C-00228,Revolving Credit Facility,COMMERCIAL,2020-03-18,2030-03-14,880525.103332518,817289.5349567109,567405.2200630188,0.1736208415530077,0,0,0,0,0,Unsecured,0.0,,BBB-,FL
2026-06-30,LN-000905,CP-I-01032,Mortgage,RETAIL,2024-06-19,2054-06-06,343969.01463728346,335008.9302463213,0.0,0.1777182995904554,0,0,0,0,0,Residential Real Estate,444428.7302110074,0.753796745064759,,GA
2026-06-30,LN-000906,CP-C-00456,Revolving Credit Facility,COMMERCIAL,2019-10-19,2029-10-14,1274427.5972678268,1477015.4849856752,1003325.4230498113,0.11219311784563546,0,0,0,0,0,Unsecured,0.0,,BBB-,VA
2026-06-30,LN-000907,CP-I-00272,Mortgage,RETAIL,2021-05-24,2051-05-11,229066.9111128788,203581.6668933973,0.0,0.107133023649846,0,0,0,0,0,Residential Real Estate,272775.4370827047,0.7463343073360084,,CA
2026-06-30,LN-000908,CP-I-00135,Mortgage,RETAIL,2020-11-24,2050-11-11,296362.6670720996,244481.5347922732,0.0,0.08002849030090728,0,0,0,0,0,Residential Real Estate,303199.7353864468,0.8063382195260373,,GA
2026-06-30,LN-000909,CP-I-01156,Mortgage,RETAIL,2022-01-06,2051-12-24,260014.81055533217,234622.95240849312,0.0,0.1640319320169227,0,1,0,0,0,Residential Real Estate,312563.39352822147,0.7506411731715119,,NC
2026-06-30,LN-000910,CP-I-00480,Mortgage,RETAIL,2021-11-10,2051-10-28,321173.33786202734,271915.71027962555,0.0,0.21602753268801977,45,1,0,0,0,Residential Real Estate,389596.83512413135,0.69794127098848,,GA
2026-06-30,LN-000911,CP-I-00374,Personal Loan,RETAIL,2025-01-22,2029-01-20,28099.79135476755,19959.997140595904,0.0,0.10972901263793666,0,0,0,0,0,Unsecured,0.0,,,FL
2026-06-30,LN-000912,CP-C-00447,Commercial Term Loan,COMMERCIAL,2026-05-02,2033-04-28,6374167.250704652,6414086.790004852,0.0,0.0904726535797592,0,0,0,0,0,Business Assets,8033726.372983017,0.7983949778990577,BBB-,TX
2026-06-30,LN-000913,CP-C-00032,Equipment Lease,COMMERCIAL,2024-06-24,2029-06-22,1064372.9641622792,749390.8839940248,0.0,0.21567430134373786,0,0,0,0,0,Equipment,1057056.14201562,0.708941421564486,BBB-,TX
2026-06-30,LN-000914,CP-C-00359,Commercial Term Loan,COMMERCIAL,2025-12-31,2032-12-27,668680.9052760282,620426.874284563,0.0,0.18506547459416367,0,0,0,0,0,Business Assets,511411.244456621,1.2131662747145344,BBB,TX
2026-06-30,LN-000915,CP-I-01558,Personal Loan,RETAIL,2021-01-19,2025-01-17,8078.569045431038,2073.6080884837215,0.0,0.06626777181731446,0,0,0,0,0,Unsecured,0.0,,,NC
2026-06-30,LN-000916,CP-I-01243,Personal Loan,RETAIL,2023-02-15,2027-02-13,25373.194084898976,8323.684472693521,0.0,0.08523202944222466,0,0,0,0,0,Unsecured,0.0,,,TX
2026-06-30,LN-000917,CP-I-01004,Credit Card,RETAIL,2025-04-21,2035-04-17,3239.4242405860073,2085.909804089738,4481.572049655559,0.1291030400345296,0,0,0,0,0,Unsecured,0.0,,,CA
2026-06-30,LN-000918,CP-I-01129,Mortgage,RETAIL,2024-02-06,2054-01-23,383002.5922332214,347656.25418862177,0.0,0.20552049559308166,0,1,0,0,0,Residential Real Estate,321100.1469256416,1.0827035039293516,,VA
2026-06-30,LN-000919,CP-I-00726,Mortgage,RETAIL,2019-12-02,2049-11-18,256761.2476942873,218877.03146654603,0.0,0.0845757125260196,0,0,0,0,0,Residential Real Estate,289757.5296471056,0.7553799610768196,,NY
2026-06-30,LN-000920,CP-C-00022,Commercial Real Estate,COMMERCIAL,2023-12-06,2038-11-29,7650718.898660966,6592306.984198553,0.0,0.07220309642461971,0,0,0,0,0,Commercial Real Estate,6143336.358019397,1.0730825401726667,BBB-,VA
2026-06-30,LN-000921,CP-C-00168,Revolving Credit Facility,COMMERCIAL,2023-06-01,2033-05-27,139796.75893921274,173586.98930921333,72500.40649460777,0.11500690830619725,0,0,0,0,0,Unsecured,0.0,,BBB+,FL
2026-06-30,LN-000922,CP-C-00225,Commercial Real Estate,COMMERCIAL,2021-08-28,2036-08-21,19944259.202308964,14353241.627168985,0.0,0.07362907672075905,0,0,0,0,0,Commercial Real Estate,20485808.682094492,0.7006431549716833,BBB-,NC
2026-06-30,LN-000923,CP-C-00153,Commercial Term Loan,COMMERCIAL,2020-01-04,2026-12-31,9540443.38992966,2468232.5091286493,0.0,0.10282360837780141,0,0,0,0,0,Business Assets,3084710.8480844274,0.8001503643887385,BBB+,GA
2026-06-30,LN-000924,CP-C-00210,Revolving Credit Facility,COMMERCIAL,2021-09-06,2031-09-02,581713.2397187741,254164.64763775532,465620.35072251625,0.1412962808214609,0,0,0,0,0,Unsecured,0.0,,BBB+,GA
2026-06-30,LN-000925,CP-C-00478,Commercial Real Estate,COMMERCIAL,2021-12-19,2036-12-12,1516291.6392809595,1190953.8141661345,0.0,0.09916023092575146,0,0,0,0,0,Commercial Real Estate,1209470.5663566745,0.9846902002366882,BBB-,TX
2026-06-30,LN-000926,CP-C-00419,Commercial Term Loan,COMMERCIAL,2021-11-13,2028-11-09,1070586.5524022235,495824.35260168964,0.0,0.11252559637991705,0,0,0,0,0,Business Assets,590650.357774168,0.8394549263800927,BB+,FL
2026-06-30,LN-000927,CP-C-00507,Revolving Credit Facility,COMMERCIAL,2025-10-03,2035-09-29,763637.5373688234,502123.0702957314,575885.6084589314,0.16104323038122179,0,0,0,0,0,Unsecured,0.0,,BBB-,NC
2026-06-30,LN-000928,CP-I-01163,Personal Loan,RETAIL,2020-02-12,2024-02-10,10528.66809120953,2726.120610376485,0.0,0.19359493267260153,0,1,0,0,0,Unsecured,0.0,,,FL
2026-06-30,LN-000929,CP-I-01673,Mortgage,RETAIL,2020-10-24,2050-10-11,293368.18867533,243277.48583694987,0.0,0.04815038422716118,0,0,0,0,0,Residential Real Estate,192677.72942293782,1.262613414459244,,VA
2026-06-30,LN-000930,CP-I-00198,Personal Loan,RETAIL,2024-10-30,2028-10-28,23805.01524410095,15236.508869906704,0.0,0.21129156185349682,0,0,0,1,0,Unsecured,0.0,,,NY
2026-06-30,LN-000931,CP-C-00471,Commercial Real Estate,COMMERCIAL,2020-02-04,2035-01-28,4870636.650128407,3094144.8053028495,0.0,0.07225825036848492,0,0,0,0,0,Commercial Real Estate,2821295.645601335,1.0967105876078291,BBB,GA
2026-06-30,LN-000932,CP-C-00223,Revolving Credit Facility,COMMERCIAL,2022-06-07,2032-06-02,1019452.1988702486,1513536.6110693144,270127.3388711023,0.11954587157234986,0,0,0,0,0,Unsecured,0.0,,AA,GA
2026-06-30,LN-000933,CP-I-00232,Auto Loan,RETAIL,2021-09-02,2026-08-31,43148.47711054124,11352.305111111797,0.0,0.10759183682802098,0,0,0,0,0,Vehicle,10212.803232410817,1.111575818388894,,NY
2026-06-30,LN-000934,CP-I-00198,Credit Card,RETAIL,2021-05-23,2031-05-19,7594.121650096854,2956.5400374350975,11162.617829301038,0.2109812298864018,0,0,0,0,0,Unsecured,0.0,,,NY
2026-06-30,LN-000935,CP-C-00018,Revolving Credit Facility,COMMERCIAL,2025-09-17,2035-09-13,570982.9698077037,373580.3705531137,338536.57947807905,0.040711114843706486,0,0,0,0,0,Unsecured,0.0,,A,FL
2026-06-30,LN-000936,CP-I-01065,Credit Card,RETAIL,2026-04-03,2036-03-29,6836.843730203565,3989.6564134436317,4718.610179234658,0.04555879081935037,0,0,0,0,0,Unsecured,0.0,,,VA
2026-06-30,LN-000937,CP-C-00216,Revolving Credit Facility,COMMERCIAL,2023-07-27,2033-07-22,2978632.9548018696,1713377.8905845082,2706464.6957612233,0.20437390219507057,0,0,0,0,0,Unsecured,0.0,,BBB-,FL
2026-06-30,LN-000938,CP-I-00564,Auto Loan,RETAIL,2020-01-31,2025-01-28,22752.83277898182,5791.522300359038,0.0,0.11549539128459221,0,1,0,0,0,Vehicle,6845.011688542729,0.8460938510964072,,FL
2026-06-30,LN-000939,CP-C-00174,Commercial Term Loan,COMMERCIAL,2022-04-10,2029-04-06,9966742.868738143,5211994.088348803,0.0,0.06696952877136532,0,0,0,0,0,Business Assets,5711545.058413675,0.9125366315146225,BBB-,CA
2026-06-30,LN-000940,CP-I-01099,Credit Card,RETAIL,2022-05-13,2032-05-08,7158.8941574245955,3465.0975336366155,4987.0335878309215,0.04357836610459412,0,0,0,0,0,Unsecured,0.0,,,GA
2026-06-30,LN-000941,CP-I-00574,Auto Loan,RETAIL,2024-06-11,2029-06-09,45679.95641927203,31252.012404665522,0.0,0.0631344290526872,0,0,0,0,0,Vehicle,42303.200245708125,0.7387623684058323,,GA
2026-06-30,LN-000942,CP-I-00993,Mortgage,RETAIL,2021-11-21,2051-11-08,221384.48156191147,187575.52141201068,0.0,0.12192679631955913,0,0,0,0,0,Residential Real Estate,247427.01127085564,0.7581044625991695,,FL
2026-06-30,LN-000943,CP-C-00042,Commercial Real Estate,COMMERCIAL,2025-12-16,2040-12-09,396848.20385879034,398372.39365058404,0.0,0.07223224745470423,0,0,0,0,0,Commercial Real Estate,537213.9599232321,0.7415525719166186,BB+,NY
2026-06-30,LN-000944,CP-C-00636,Commercial Real Estate,COMMERCIAL,2024-10-05,2039-09-29,6726102.121124908,6134076.454111711,0.0,0.14464084903065935,0,0,0,0,0,Commercial Real Estate,8298672.298107905,0.7391635955441064,A,NY
2026-06-30,LN-000945,CP-C-00010,Commercial Term Loan,COMMERCIAL,2021-06-06,2028-06-02,2787893.866458031,1209866.7001222027,0.0,0.08446404970520961,0,0,0,0,0,Business Assets,1140359.7306825737,1.0609517922892848,BBB,NY
2026-06-30,LN-000946,CP-I-01555,Credit Card,RETAIL,2022-09-29,2032-09-24,22969.01103985543,6978.653498081636,20112.872565575413,0.042788704092373946,0,1,0,0,0,Unsecured,0.0,,,NC
