forecast_vintage,scenario,period,geography,variable,value
2026-07-31,Severe,2028Q1,US,commercial_property_price_growth,-7.592750988115371
2026-07-31,Severe,2028Q1,US,bbb_spread,3.682942535718931
2026-07-31,Severe,2028Q1,US,corporate_default_rate,4.643923380958576
2026-07-31,Severe,2028Q2,US,unemployment_rate,6.348128263584806
2026-07-31,Severe,2028Q2,US,real_gdp_growth,-0.9127929803481942
2026-07-31,Severe,2028Q2,US,hpi_growth,-3.9173177341070984
2026-07-31,Severe,2028Q2,US,commercial_property_price_growth,-7.992513054339229
2026-07-31,Severe,2028Q2,US,bbb_spread,3.77519532023213
2026-07-31,Severe,2028Q2,US,corporate_default_rate,4.76692709364284
2026-07-31,Severe,2028Q3,US,unemployment_rate,6.425962016139152
2026-07-31,Severe,2028Q3,US,real_gdp_growth,-1.0205627915772881
2026-07-31,Severe,2028Q3,US,hpi_growth,-4.156806203505085
2026-07-31,Severe,2028Q3,US,commercial_property_price_growth,-8.303848064556611
2026-07-31,Severe,2028Q3,US,bbb_spread,3.847041861051525
2026-07-31,Severe,2028Q3,US,corporate_default_rate,4.8627224814020344
2026-07-31,Severe,2028Q4,US,unemployment_rate,6.486579003577862
2026-07-31,Severe,2028Q4,US,real_gdp_growth,-1.1044940049539642
2026-07-31,Severe,2028Q4,US,hpi_growth,-4.343320011008809
2026-07-31,Severe,2028Q4,US,commercial_property_price_growth,-8.546316014311452
2026-07-31,Severe,2028Q4,US,bbb_spread,3.9029960033026425
2026-07-31,Severe,2028Q4,US,corporate_default_rate,4.937328004403524
2026-07-31,Severe,2029Q1,US,unemployment_rate,6.53378756086256
2026-07-31,Severe,2029Q1,US,real_gdp_growth,-1.1698596996558526
2026-07-31,Severe,2029Q1,US,hpi_growth,-4.488577110346339
2026-07-31,Severe,2029Q1,US,commercial_property_price_growth,-8.735150243450242
2026-07-31,Severe,2029Q1,US,bbb_spread,3.946573133103902
2026-07-31,Severe,2029Q1,US,corporate_default_rate,4.995430844138536
2026-07-31,Severe,2029Q2,US,unemployment_rate,6.570553622243553
2026-07-31,Severe,2029Q2,US,real_gdp_growth,-1.2207665538756896
2026-07-31,Severe,2029Q2,US,hpi_growth,-4.601703453057088
2026-07-31,Severe,2029Q2,US,commercial_property_price_growth,-8.882214488974215
2026-07-31,Severe,2029Q2,US,bbb_spread,3.980511035917126
2026-07-31,Severe,2029Q2,US,corporate_default_rate,5.040681381222836
2026-08-31,Baseline,2026Q3,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2026Q3,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2026Q3,US,hpi_growth,2.2
2026-08-31,Baseline,2026Q3,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2026Q3,US,bbb_spread,1.95
2026-08-31,Baseline,2026Q3,US,corporate_default_rate,2.3
2026-08-31,Baseline,2026Q4,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2026Q4,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2026Q4,US,hpi_growth,2.2
2026-08-31,Baseline,2026Q4,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2026Q4,US,bbb_spread,1.95
2026-08-31,Baseline,2026Q4,US,corporate_default_rate,2.3
2026-08-31,Baseline,2027Q1,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2027Q1,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2027Q1,US,hpi_growth,2.2
2026-08-31,Baseline,2027Q1,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2027Q1,US,bbb_spread,1.95
2026-08-31,Baseline,2027Q1,US,corporate_default_rate,2.3
2026-08-31,Baseline,2027Q2,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2027Q2,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2027Q2,US,hpi_growth,2.2
2026-08-31,Baseline,2027Q2,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2027Q2,US,bbb_spread,1.95
2026-08-31,Baseline,2027Q2,US,corporate_default_rate,2.3
2026-08-31,Baseline,2027Q3,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2027Q3,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2027Q3,US,hpi_growth,2.2
2026-08-31,Baseline,2027Q3,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2027Q3,US,bbb_spread,1.95
2026-08-31,Baseline,2027Q3,US,corporate_default_rate,2.3
2026-08-31,Baseline,2027Q4,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2027Q4,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2027Q4,US,hpi_growth,2.2
2026-08-31,Baseline,2027Q4,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2027Q4,US,bbb_spread,1.95
2026-08-31,Baseline,2027Q4,US,corporate_default_rate,2.3
2026-08-31,Baseline,2028Q1,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2028Q1,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2028Q1,US,hpi_growth,2.2
2026-08-31,Baseline,2028Q1,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2028Q1,US,bbb_spread,1.95
2026-08-31,Baseline,2028Q1,US,corporate_default_rate,2.3
2026-08-31,Baseline,2028Q2,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2028Q2,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2028Q2,US,hpi_growth,2.2
2026-08-31,Baseline,2028Q2,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2028Q2,US,bbb_spread,1.95
2026-08-31,Baseline,2028Q2,US,corporate_default_rate,2.3
2026-08-31,Baseline,2028Q3,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2028Q3,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2028Q3,US,hpi_growth,2.2
2026-08-31,Baseline,2028Q3,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2028Q3,US,bbb_spread,1.95
2026-08-31,Baseline,2028Q3,US,corporate_default_rate,2.3
2026-08-31,Baseline,2028Q4,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2028Q4,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2028Q4,US,hpi_growth,2.2
2026-08-31,Baseline,2028Q4,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2028Q4,US,bbb_spread,1.95
2026-08-31,Baseline,2028Q4,US,corporate_default_rate,2.3
2026-08-31,Baseline,2029Q1,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2029Q1,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2029Q1,US,hpi_growth,2.2
2026-08-31,Baseline,2029Q1,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2029Q1,US,bbb_spread,1.95
2026-08-31,Baseline,2029Q1,US,corporate_default_rate,2.3
2026-08-31,Baseline,2029Q2,US,unemployment_rate,4.449999999999999
2026-08-31,Baseline,2029Q2,US,real_gdp_growth,1.8000000000000003
2026-08-31,Baseline,2029Q2,US,hpi_growth,2.2
2026-08-31,Baseline,2029Q2,US,commercial_property_price_growth,-0.19999999999999996
2026-08-31,Baseline,2029Q2,US,bbb_spread,1.95
2026-08-31,Baseline,2029Q2,US,corporate_default_rate,2.3
2026-08-31,Downside,2026Q3,US,unemployment_rate,4.737558982007173
2026-08-31,Downside,2026Q3,US,real_gdp_growth,1.401841409528529
2026-08-31,Downside,2026Q3,US,hpi_growth,1.3152031322856195
2026-08-31,Downside,2026Q3,US,commercial_property_price_growth,-1.3502359280286946
2026-08-31,Downside,2026Q3,US,bbb_spread,2.2154390603143144
2026-08-31,Downside,2026Q3,US,corporate_default_rate,2.653918747085752
2026-08-31,Downside,2026Q4,US,unemployment_rate,4.961510142373576
2026-08-31,Downside,2026Q4,US,real_gdp_growth,1.0917551874827405
2026-08-31,Downside,2026Q4,US,hpi_growth,0.6261226388505337
2026-08-31,Downside,2026Q4,US,commercial_property_price_growth,-2.2460405694943066
2026-08-31,Downside,2026Q4,US,bbb_spread,2.42216320834484
2026-08-31,Downside,2026Q4,US,corporate_default_rate,2.9295509444597863
2026-08-31,Downside,2027Q1,US,unemployment_rate,5.13592348143668
2026-08-31,Downside,2027Q1,US,real_gdp_growth,0.8502597949338265
2026-08-31,Downside,2027Q1,US,hpi_growth,0.08946621096405871
2026-08-31,Downside,2027Q1,US,commercial_property_price_growth,-2.9436939257467234
2026-08-31,Downside,2027Q1,US,bbb_spread,2.583160136710782
2026-08-31,Downside,2027Q1,US,corporate_default_rate,3.1442135156143762
2026-08-31,Downside,2027Q2,US,unemployment_rate,5.271756726477125
2026-08-31,Downside,2027Q2,US,real_gdp_growth,0.6621829941085963
2026-08-31,Downside,2027Q2,US,hpi_growth,-0.3284822353142307
2026-08-31,Downside,2027Q2,US,commercial_property_price_growth,-3.4870269059084995
2026-08-31,Downside,2027Q2,US,bbb_spread,2.7085446705942693
2026-08-31,Downside,2027Q2,US,corporate_default_rate,3.3113928941256923
2026-08-31,Downside,2027Q3,US,unemployment_rate,5.377543764081752
2026-08-31,Downside,2027Q3,US,real_gdp_growth,0.5157086343483425
2026-08-31,Downside,2027Q3,US,hpi_growth,-0.6539808125592395
2026-08-31,Downside,2027Q3,US,commercial_property_price_growth,-3.9101750563270112
2026-08-31,Downside,2027Q3,US,bbb_spread,2.806194243767772
2026-08-31,Downside,2027Q3,US,corporate_default_rate,3.441592325023696
2026-08-31,Downside,2027Q4,US,unemployment_rate,5.45993079180704
2026-08-31,Downside,2027Q4,US,real_gdp_growth,0.40163428826717384
2026-08-31,Downside,2027Q4,US,hpi_growth,-0.9074793594062809
2026-08-31,Downside,2027Q4,US,commercial_property_price_growth,-4.239723167228165
2026-08-31,Downside,2027Q4,US,bbb_spread,2.882243807821884
2026-08-31,Downside,2027Q4,US,corporate_default_rate,3.5429917437625122
2026-08-31,Downside,2028Q1,US,unemployment_rate,5.5240938735144205
2026-08-31,Downside,2028Q1,US,real_gdp_growth,0.3127930982108015
2026-08-31,Downside,2028Q1,US,hpi_growth,-1.1049042261982194
2026-08-31,Downside,2028Q1,US,commercial_property_price_growth,-4.496375494057686
2026-08-31,Downside,2028Q1,US,bbb_spread,2.9414712678594657
2026-08-31,Downside,2028Q1,US,corporate_default_rate,3.6219616904792877
2026-08-31,Downside,2028Q2,US,unemployment_rate,5.574064131792403
2026-08-31,Downside,2028Q2,US,real_gdp_growth,0.24360350982590295
2026-08-31,Downside,2028Q2,US,hpi_growth,-1.2586588670535492
2026-08-31,Downside,2028Q2,US,commercial_property_price_growth,-4.696256527169615
2026-08-31,Downside,2028Q2,US,bbb_spread,2.987597660116065
2026-08-31,Downside,2028Q2,US,corporate_default_rate,3.68346354682142
2026-08-31,Downside,2028Q3,US,unemployment_rate,5.612981008069576
2026-08-31,Downside,2028Q3,US,real_gdp_growth,0.189718604211356
2026-08-31,Downside,2028Q3,US,hpi_growth,-1.3784031017525427
2026-08-31,Downside,2028Q3,US,commercial_property_price_growth,-4.851924032278306
2026-08-31,Downside,2028Q3,US,bbb_spread,3.0235209305257627
2026-08-31,Downside,2028Q3,US,corporate_default_rate,3.731361240701017
2026-08-31,Downside,2028Q4,US,unemployment_rate,5.643289501788931
2026-08-31,Downside,2028Q4,US,real_gdp_growth,0.14775299752301796
2026-08-31,Downside,2028Q4,US,hpi_growth,-1.4716600055044047
2026-08-31,Downside,2028Q4,US,commercial_property_price_growth,-4.973158007155726
2026-08-31,Downside,2028Q4,US,bbb_spread,3.0514980016513213
2026-08-31,Downside,2028Q4,US,corporate_default_rate,3.7686640022017617
2026-08-31,Downside,2029Q1,US,unemployment_rate,5.66689378043128
2026-08-31,Downside,2029Q1,US,real_gdp_growth,0.11507015017207378
2026-08-31,Downside,2029Q1,US,hpi_growth,-1.5442885551731698
2026-08-31,Downside,2029Q1,US,commercial_property_price_growth,-5.067575121725121
2026-08-31,Downside,2029Q1,US,bbb_spread,3.0732865665519506
2026-08-31,Downside,2029Q1,US,corporate_default_rate,3.7977154220692677
2026-08-31,Downside,2029Q2,US,unemployment_rate,5.685276811121776
2026-08-31,Downside,2029Q2,US,real_gdp_growth,0.08961672306215529
2026-08-31,Downside,2029Q2,US,hpi_growth,-1.6008517265285442
2026-08-31,Downside,2029Q2,US,commercial_property_price_growth,-5.141107244487108
2026-08-31,Downside,2029Q2,US,bbb_spread,3.090255517958563
2026-08-31,Downside,2029Q2,US,corporate_default_rate,3.8203406906114177
2026-08-31,Severe,2026Q3,US,unemployment_rate,5.375117964014347
2026-08-31,Severe,2026Q3,US,real_gdp_growth,0.6036828190570576
2026-08-31,Severe,2026Q3,US,hpi_growth,-0.36959373542876106
2026-08-31,Severe,2026Q3,US,commercial_property_price_growth,-3.7004718560573893
2026-08-31,Severe,2026Q3,US,bbb_spread,2.730878120628628
2026-08-31,Severe,2026Q3,US,corporate_default_rate,3.3078374941715043
2026-08-31,Severe,2026Q4,US,unemployment_rate,5.823020284747153
2026-08-31,Severe,2026Q4,US,real_gdp_growth,-0.016489625034519673
2026-08-31,Severe,2026Q4,US,hpi_growth,-1.7477547222989327
2026-08-31,Severe,2026Q4,US,commercial_property_price_growth,-5.492081138988613
2026-08-31,Severe,2026Q4,US,bbb_spread,3.1443264166896796
2026-08-31,Severe,2026Q4,US,corporate_default_rate,3.859101888919573
2026-08-31,Severe,2027Q1,US,unemployment_rate,6.171846962873362
2026-08-31,Severe,2027Q1,US,real_gdp_growth,-0.4994804101323471
2026-08-31,Severe,2027Q1,US,hpi_growth,-2.8210675780718826
2026-08-31,Severe,2027Q1,US,commercial_property_price_growth,-6.887387851493447
2026-08-31,Severe,2027Q1,US,bbb_spread,3.4663202734215646
2026-08-31,Severe,2027Q1,US,corporate_default_rate,4.2884270312287525
2026-08-31,Severe,2027Q2,US,unemployment_rate,6.4435134529542495
2026-08-31,Severe,2027Q2,US,real_gdp_growth,-0.8756340117828076
2026-08-31,Severe,2027Q2,US,hpi_growth,-3.6569644706284614
2026-08-31,Severe,2027Q2,US,commercial_property_price_growth,-7.974053811816999
2026-08-31,Severe,2027Q2,US,bbb_spread,3.7170893411885384
2026-08-31,Severe,2027Q2,US,corporate_default_rate,4.6227857882513845
2026-08-31,Severe,2027Q3,US,unemployment_rate,6.655087528163506
2026-08-31,Severe,2027Q3,US,real_gdp_growth,-1.1685827313033152
2026-08-31,Severe,2027Q3,US,hpi_growth,-4.3079616251184785
2026-08-31,Severe,2027Q3,US,commercial_property_price_growth,-8.820350112654022
2026-08-31,Severe,2027Q3,US,bbb_spread,3.9123884875355435
2026-08-31,Severe,2027Q3,US,corporate_default_rate,4.883184650047392
2026-08-31,Severe,2027Q4,US,unemployment_rate,6.819861583614082
2026-08-31,Severe,2027Q4,US,real_gdp_growth,-1.3967314234656525
2026-08-31,Severe,2027Q4,US,hpi_growth,-4.814958718812562
2026-08-31,Severe,2027Q4,US,commercial_property_price_growth,-9.47944633445633
2026-08-31,Severe,2027Q4,US,bbb_spread,4.064487615643769
2026-08-31,Severe,2027Q4,US,corporate_default_rate,5.0859834875250245
2026-08-31,Severe,2028Q1,US,unemployment_rate,6.948187747028842
2026-08-31,Severe,2028Q1,US,real_gdp_growth,-1.5744138035783972
2026-08-31,Severe,2028Q1,US,hpi_growth,-5.209808452396439
2026-08-31,Severe,2028Q1,US,commercial_property_price_growth,-9.992750988115372
2026-08-31,Severe,2028Q1,US,bbb_spread,4.182942535718931
2026-08-31,Severe,2028Q1,US,corporate_default_rate,5.2439233809585755
2026-08-31,Severe,2028Q2,US,unemployment_rate,7.048128263584807
2026-08-31,Severe,2028Q2,US,real_gdp_growth,-1.7127929803481943
2026-08-31,Severe,2028Q2,US,hpi_growth,-5.517317734107099
2026-08-31,Severe,2028Q2,US,commercial_property_price_growth,-10.39251305433923
2026-08-31,Severe,2028Q2,US,bbb_spread,4.27519532023213
2026-08-31,Severe,2028Q2,US,corporate_default_rate,5.36692709364284
2026-08-31,Severe,2028Q3,US,unemployment_rate,7.125962016139153
2026-08-31,Severe,2028Q3,US,real_gdp_growth,-1.8205627915772882
2026-08-31,Severe,2028Q3,US,hpi_growth,-5.756806203505086
2026-08-31,Severe,2028Q3,US,commercial_property_price_growth,-10.703848064556611
2026-08-31,Severe,2028Q3,US,bbb_spread,4.347041861051525
2026-08-31,Severe,2028Q3,US,corporate_default_rate,5.462722481402034
2026-08-31,Severe,2028Q4,US,unemployment_rate,7.1865790035778625
2026-08-31,Severe,2028Q4,US,real_gdp_growth,-1.9044940049539643
2026-08-31,Severe,2028Q4,US,hpi_growth,-5.94332001100881
2026-08-31,Severe,2028Q4,US,commercial_property_price_growth,-10.946316014311453
2026-08-31,Severe,2028Q4,US,bbb_spread,4.4029960033026425
2026-08-31,Severe,2028Q4,US,corporate_default_rate,5.537328004403523
2026-08-31,Severe,2029Q1,US,unemployment_rate,7.23378756086256
2026-08-31,Severe,2029Q1,US,real_gdp_growth,-1.9698596996558526
2026-08-31,Severe,2029Q1,US,hpi_growth,-6.088577110346339
2026-08-31,Severe,2029Q1,US,commercial_property_price_growth,-11.135150243450243
2026-08-31,Severe,2029Q1,US,bbb_spread,4.446573133103902
2026-08-31,Severe,2029Q1,US,corporate_default_rate,5.595430844138535
2026-08-31,Severe,2029Q2,US,unemployment_rate,7.270553622243553
2026-08-31,Severe,2029Q2,US,real_gdp_growth,-2.0207665538756894
2026-08-31,Severe,2029Q2,US,hpi_growth,-6.201703453057089
2026-08-31,Severe,2029Q2,US,commercial_property_price_growth,-11.282214488974216
2026-08-31,Severe,2029Q2,US,bbb_spread,4.480511035917126
2026-08-31,Severe,2029Q2,US,corporate_default_rate,5.640681381222835
