instrument_id,installment_id,scheduled_payment_date,scheduled_principal,scheduled_interest,scheduled_payment,actual_payment_date,actual_payment,remaining_balance_after_payment,amortization_type,payment_frequency
LN-001343,LN-001343-015,2026-07-31,6285.501124673297,53297.58742194488,59583.08854661818,,0,3900831.0978940157,AMORTIZING,MONTHLY
LN-001343,LN-001343-016,2026-08-31,6371.242626671767,53211.84591994641,59583.08854661818,,0,3894459.855267344,AMORTIZING,MONTHLY
LN-001343,LN-001343-017,2026-09-30,6458.153741883107,53124.93480473507,59583.08854661818,,0,3888001.701525461,AMORTIZING,MONTHLY
LN-001343,LN-001343-018,2026-10-31,6546.250425183738,53036.83812143444,59583.08854661818,,0,3881455.4511002772,AMORTIZING,MONTHLY
LN-001343,LN-001343-019,2026-11-30,6635.548849093022,52947.53969752516,59583.08854661818,,0,3874819.9022511845,AMORTIZING,MONTHLY
LN-001343,LN-001343-020,2026-12-31,6726.065406742193,52857.023139875986,59583.08854661818,,0,3868093.8368444424,AMORTIZING,MONTHLY
LN-001343,LN-001343-021,2027-01-31,6817.816714883746,52765.27183173443,59583.08854661818,,0,3861276.0201295586,AMORTIZING,MONTHLY
LN-001343,LN-001343-022,2027-02-28,6910.819616941895,52672.268929676284,59583.08854661818,,0,3854365.200512617,AMORTIZING,MONTHLY
LN-001343,LN-001343-023,2027-03-31,7005.091186104626,52577.99736051355,59583.08854661818,,0,3847360.109326512,AMORTIZING,MONTHLY
LN-001343,LN-001343-024,2027-04-30,7100.648728457956,52482.43981816022,59583.08854661818,,0,3840259.4605980543,AMORTIZING,MONTHLY
LN-001343,LN-001343-025,2027-05-31,7197.509786162904,52385.578760455275,59583.08854661818,,0,3833061.9508118914,AMORTIZING,MONTHLY
LN-001343,LN-001343-026,2027-06-30,7295.692140675863,52287.396405942316,59583.08854661818,,0,3825766.2586712153,AMORTIZING,MONTHLY
LN-001343,LN-001343-027,2027-07-31,7395.213816012845,52187.874730605334,59583.08854661818,,0,3818371.0448552025,AMORTIZING,MONTHLY
LN-001343,LN-001343-028,2027-08-31,7496.093082058273,52086.99546455991,59583.08854661818,,0,3810874.9517731443,AMORTIZING,MONTHLY
LN-001343,LN-001343-029,2027-09-30,7598.348457918924,51984.740088699255,59583.08854661818,,0,3803276.6033152253,AMORTIZING,MONTHLY
LN-001343,LN-001343-030,2027-10-31,7701.9987153235925,51881.08983129459,59583.08854661818,,0,3795574.604599902,AMORTIZING,MONTHLY
LN-001343,LN-001343-031,2027-11-30,7807.062882069156,51776.02566454902,59583.08854661818,,0,3787767.541717833,AMORTIZING,MONTHLY
LN-001343,LN-001343-032,2027-12-31,7913.560245513647,51669.52830110453,59583.08854661818,,0,3779853.9814723195,AMORTIZING,MONTHLY
LN-001343,LN-001343-033,2028-01-31,8021.510356116953,51561.578190501226,59583.08854661818,,0,3771832.4711162024,AMORTIZING,MONTHLY
LN-001343,LN-001343-034,2028-02-29,8130.933031029839,51452.15551558834,59583.08854661818,,0,3763701.5380851724,AMORTIZING,MONTHLY
LN-001343,LN-001343-035,2028-03-31,8241.848357731928,51341.24018888625,59583.08854661818,,0,3755459.6897274405,AMORTIZING,MONTHLY
LN-001343,LN-001343-036,2028-04-30,8354.276697719259,51228.81184889892,59583.08854661818,,0,3747105.413029721,AMORTIZING,MONTHLY
LN-002719,LN-002719-001,2020-02-29,184.80019074637448,1440.1033957385123,1624.9035864848868,,0,237575.29184770052,AMORTIZING,MONTHLY
LN-002719,LN-002719-002,2020-03-31,185.91951813199785,1438.984068352889,1624.9035864848868,,0,237389.37232956852,AMORTIZING,MONTHLY
LN-002719,LN-002719-003,2020-04-30,187.04562523895788,1437.857961245929,1624.9035864848868,,0,237202.32670432955,AMORTIZING,MONTHLY
LN-002719,LN-002719-004,2020-05-31,188.1785531317562,1436.7250333531306,1624.9035864848868,,0,237014.1481511978,AMORTIZING,MONTHLY
LN-002719,LN-002719-005,2020-06-30,189.3183431236207,1435.585243361266,1624.9035864848868,,0,236824.82980807417,AMORTIZING,MONTHLY
LN-002719,LN-002719-006,2020-07-31,190.46503677801184,1434.438549706875,1624.9035864848868,,0,236634.36477129615,AMORTIZING,MONTHLY
LN-002719,LN-002719-007,2020-08-31,191.61867591013788,1433.284910574749,1624.9035864848868,,0,236442.746095386,AMORTIZING,MONTHLY
LN-002719,LN-002719-008,2020-09-30,192.77930258848096,1432.1242838964058,1624.9035864848868,,0,236249.96679279752,AMORTIZING,MONTHLY
LN-002719,LN-002719-009,2020-10-31,193.9469591363295,1430.9566273485573,1624.9035864848868,,0,236056.0198336612,AMORTIZING,MONTHLY
LN-002719,LN-002719-010,2020-11-30,195.121688133323,1429.7818983515638,1624.9035864848868,,0,235860.8981455279,AMORTIZING,MONTHLY
LN-002719,LN-002719-011,2020-12-31,196.30353241700345,1428.6000540678833,1624.9035864848868,,0,235664.5946131109,AMORTIZING,MONTHLY
LN-002719,LN-002719-012,2021-01-31,197.49253508437914,1427.4110514005076,1624.9035864848868,,0,235467.10207802654,AMORTIZING,MONTHLY
LN-002719,LN-002719-013,2021-02-28,198.68873949349427,1426.2148469913925,1624.9035864848868,,0,235268.41333853305,AMORTIZING,MONTHLY
LN-002719,LN-002719-014,2021-03-31,199.89218926501144,1425.0113972198753,1624.9035864848868,,0,235068.52114926802,AMORTIZING,MONTHLY
LN-002719,LN-002719-015,2021-04-30,201.10292828380193,1423.8006582010848,1624.9035864848868,,0,234867.41822098423,AMORTIZING,MONTHLY
LN-002719,LN-002719-016,2021-05-31,202.32100070054548,1422.5825857843413,1624.9035864848868,,0,234665.09722028367,AMORTIZING,MONTHLY
LN-002719,LN-002719-017,2021-06-30,203.54645093334148,1421.3571355515453,1624.9035864848868,,0,234461.55076935032,AMORTIZING,MONTHLY
LN-002719,LN-002719-018,2021-07-31,204.77932366932714,1420.1242628155596,1624.9035864848868,,0,234256.771445681,AMORTIZING,MONTHLY
LN-002719,LN-002719-019,2021-08-31,206.0196638663083,1418.8839226185785,1624.9035864848868,,0,234050.75178181467,AMORTIZING,MONTHLY
LN-002719,LN-002719-020,2021-09-30,207.26751675439846,1417.6360697304883,1624.9035864848868,,0,233843.48426506028,AMORTIZING,MONTHLY
LN-002719,LN-002719-021,2021-10-31,208.52292783766825,1416.3806586472185,1624.9035864848868,,0,233634.9613372226,AMORTIZING,MONTHLY
LN-002719,LN-002719-022,2021-11-30,209.78594289580428,1415.1176435890825,1624.9035864848868,,0,233425.1753943268,AMORTIZING,MONTHLY
LN-002719,LN-002719-023,2021-12-31,211.05660798577924,1413.8469784991075,1624.9035864848868,,0,233214.11878634102,AMORTIZING,MONTHLY
LN-002719,LN-002719-024,2022-01-31,212.33496944353055,1412.5686170413562,1624.9035864848868,,0,233001.78381689748,AMORTIZING,MONTHLY
LN-002719,LN-002719-025,2022-02-28,213.62107388565119,1411.2825125992356,1624.9035864848868,,0,232788.16274301184,AMORTIZING,MONTHLY
LN-002719,LN-002719-026,2022-03-31,214.91496821108854,1409.9886182737982,1624.9035864848868,,0,232573.24777480075,AMORTIZING,MONTHLY
LN-002719,LN-002719-027,2022-04-30,216.21669960285544,1408.6868868820313,1624.9035864848868,,0,232357.03107519788,AMORTIZING,MONTHLY
LN-002719,LN-002719-028,2022-05-31,217.52631552975004,1407.3772709551367,1624.9035864848868,,0,232139.50475966814,AMORTIZING,MONTHLY
LN-002719,LN-002719-029,2022-06-30,218.84386374808696,1406.0597227367998,1624.9035864848868,,0,231920.66089592004,AMORTIZING,MONTHLY
LN-002719,LN-002719-030,2022-07-31,220.16939230343928,1404.7341941814475,1624.9035864848868,,0,231700.4915036166,AMORTIZING,MONTHLY
LN-002719,LN-002719-031,2022-08-31,221.50294953239018,1403.4006369524966,1624.9035864848868,,0,231478.9885540842,AMORTIZING,MONTHLY
LN-002719,LN-002719-032,2022-09-30,222.84458406429508,1402.0590024205917,1624.9035864848868,,0,231256.1439700199,AMORTIZING,MONTHLY
LN-002719,LN-002719-033,2022-10-31,224.19434482305633,1400.7092416618304,1624.9035864848868,,0,231031.94962519687,AMORTIZING,MONTHLY
LN-002719,LN-002719-034,2022-11-30,225.55228102890533,1399.3513054559814,1624.9035864848868,,0,230806.39734416796,AMORTIZING,MONTHLY
LN-002719,LN-002719-035,2022-12-31,226.9184422001997,1397.985144284687,1624.9035864848868,,0,230579.47890196776,AMORTIZING,MONTHLY
LN-002719,LN-002719-036,2023-01-31,228.29287815522684,1396.61070832966,1624.9035864848868,,0,230351.18602381254,AMORTIZING,MONTHLY
LN-000252,LN-000252-001,2025-09-30,1067.4322575462274,3046.214751815919,4113.6470093621465,,0,810303.9850734201,AMORTIZING,MONTHLY
LN-000252,LN-000252-002,2025-10-31,1071.4398277169857,3042.2071816451607,4113.6470093621465,,0,809232.5452457031,AMORTIZING,MONTHLY
LN-000252,LN-000252-003,2025-11-30,1075.462443918591,3038.1845654435556,4113.6470093621465,,0,808157.0828017845,AMORTIZING,MONTHLY
LN-000252,LN-000252-004,2025-12-31,1079.5001626398953,3034.146846722251,4113.6470093621465,,0,807077.5826391446,AMORTIZING,MONTHLY
LN-000252,LN-000252-005,2026-01-31,1083.5530405818354,3030.093968780311,4113.6470093621465,,0,805994.0295985627,AMORTIZING,MONTHLY
LN-000252,LN-000252-006,2026-02-28,1087.6211346582245,3026.025874703922,4113.6470093621465,,0,804906.4084639045,AMORTIZING,MONTHLY
LN-000252,LN-000252-007,2026-03-31,1091.704501996553,3021.9425073655934,4113.6470093621465,,0,803814.703961908,AMORTIZING,MONTHLY
LN-000252,LN-000252-008,2026-04-30,1095.8031999387917,3017.8438094233547,4113.6470093621465,,0,802718.9007619692,AMORTIZING,MONTHLY
LN-000252,LN-000252-009,2026-05-31,1099.9172860421959,3013.7297233199506,4113.6470093621465,,0,801618.9834759269,AMORTIZING,MONTHLY
LN-000252,LN-000252-010,2026-06-30,1104.046818080114,3009.6001912820325,4113.6470093621465,,0,800514.9366578468,AMORTIZING,MONTHLY
LN-000252,LN-000252-011,2026-07-31,1108.1918540427987,3005.455155319348,4113.6470093621465,,0,799406.744803804,AMORTIZING,MONTHLY
LN-000252,LN-000252-012,2026-08-31,1112.352452138221,3001.2945572239255,4113.6470093621465,,0,798294.3923516658,AMORTIZING,MONTHLY
LN-000252,LN-000252-013,2026-09-30,1116.528670792889,2997.1183385692575,4113.6470093621465,,0,797177.8636808728,AMORTIZING,MONTHLY
LN-000252,LN-000252-014,2026-10-31,1120.7205686526672,2992.9264407094793,4113.6470093621465,,0,796057.1431122202,AMORTIZING,MONTHLY
LN-000252,LN-000252-015,2026-11-30,1124.9282045835994,2988.718804778547,4113.6470093621465,,0,794932.2149076366,AMORTIZING,MONTHLY
LN-000252,LN-000252-016,2026-12-31,1129.1516376727373,2984.4953716894092,4113.6470093621465,,0,793803.063269964,AMORTIZING,MONTHLY
LN-000252,LN-000252-017,2027-01-31,1133.3909272289684,2980.256082133178,4113.6470093621465,,0,792669.672342735,AMORTIZING,MONTHLY
LN-000252,LN-000252-018,2027-02-28,1137.6461327838506,2976.000876578296,4113.6470093621465,,0,791532.0262099511,AMORTIZING,MONTHLY
LN-000252,LN-000252-019,2027-03-31,1141.9173140924458,2971.7296952697006,4113.6470093621465,,0,790390.1088958587,AMORTIZING,MONTHLY
LN-000252,LN-000252-020,2027-04-30,1146.2045311341612,2967.4424782279852,4113.6470093621465,,0,789243.9043647246,AMORTIZING,MONTHLY
LN-000252,LN-000252-021,2027-05-31,1150.5078441135915,2963.139165248555,4113.6470093621465,,0,788093.396520611,AMORTIZING,MONTHLY
LN-000252,LN-000252-022,2027-06-30,1154.8273134613628,2958.8196959007837,4113.6470093621465,,0,786938.5692071497,AMORTIZING,MONTHLY
LN-000252,LN-000252-023,2027-07-31,1159.1629998349817,2954.4840095271647,4113.6470093621465,,0,785779.4062073147,AMORTIZING,MONTHLY
LN-000252,LN-000252-024,2027-08-31,1163.514964119689,2950.1320452424575,4113.6470093621465,,0,784615.891243195,AMORTIZING,MONTHLY
LN-000252,LN-000252-025,2027-09-30,1167.8832674293112,2945.7637419328353,4113.6470093621465,,0,783448.0079757657,AMORTIZING,MONTHLY
LN-000252,LN-000252-026,2027-10-31,1172.2679711071228,2941.3790382550237,4113.6470093621465,,0,782275.7400046586,AMORTIZING,MONTHLY
LN-000252,LN-000252-027,2027-11-30,1176.669136726704,2936.9778726354425,4113.6470093621465,,0,781099.0708679319,AMORTIZING,MONTHLY
LN-000252,LN-000252-028,2027-12-31,1181.0868260928073,2932.560183269339,4113.6470093621465,,0,779917.9840418391,AMORTIZING,MONTHLY
LN-000252,LN-000252-029,2028-01-31,1185.521101242226,2928.1259081199205,4113.6470093621465,,0,778732.4629405969,AMORTIZING,MONTHLY
LN-000252,LN-000252-030,2028-02-29,1189.972024444664,2923.6749849174826,4113.6470093621465,,0,777542.4909161523,AMORTIZING,MONTHLY
LN-000252,LN-000252-031,2028-03-31,1194.4396582036093,2919.207351158537,4113.6470093621465,,0,776348.0512579486,AMORTIZING,MONTHLY
LN-000252,LN-000252-032,2028-04-30,1198.9240652572162,2914.7229441049303,4113.6470093621465,,0,775149.1271926914,AMORTIZING,MONTHLY
LN-000252,LN-000252-033,2028-05-31,1203.4253085791802,2910.2217007829663,4113.6470093621465,,0,773945.7018841122,AMORTIZING,MONTHLY
LN-000252,LN-000252-034,2028-06-30,1207.9434513796277,2905.7035579825188,4113.6470093621465,,0,772737.7584327325,AMORTIZING,MONTHLY
LN-000252,LN-000252-035,2028-07-31,1212.4785571059997,2901.168452256147,4113.6470093621465,,0,771525.2798756266,AMORTIZING,MONTHLY
LN-000252,LN-000252-036,2028-08-31,1217.0306894439445,2896.616319918202,4113.6470093621465,,0,770308.2491861826,AMORTIZING,MONTHLY
LN-002167,LN-002167-001,2022-07-31,41.46619755354459,5882.727365680862,5924.193563234407,,0,423830.74957729585,AMORTIZING,MONTHLY
LN-002167,LN-002167-002,2022-08-31,42.04168782165107,5882.1518754127555,5924.193563234407,,0,423788.7078894742,AMORTIZING,MONTHLY
LN-002167,LN-002167-003,2022-09-30,42.62516505427811,5881.5683981801285,5924.193563234407,,0,423746.0827244199,AMORTIZING,MONTHLY
LN-002167,LN-002167-004,2022-10-31,43.21674009883009,5880.9768231355765,5924.193563234407,,0,423702.86598432105,AMORTIZING,MONTHLY
LN-002167,LN-002167-005,2022-11-30,43.81652534111163,5880.377037893295,5924.193563234407,,0,423659.0494589799,AMORTIZING,MONTHLY
LN-002167,LN-002167-006,2022-12-31,44.42463472667805,5879.768928507729,5924.193563234407,,0,423614.62482425326,AMORTIZING,MONTHLY
LN-002167,LN-002167-007,2023-01-31,45.0411837824804,5879.152379451926,5924.193563234407,,0,423569.58364047075,AMORTIZING,MONTHLY
LN-002167,LN-002167-008,2023-02-28,45.66628963881885,5878.527273595588,5924.193563234407,,0,423523.9173508319,AMORTIZING,MONTHLY
LN-002167,LN-002167-009,2023-03-31,46.30007105158893,5877.893492182818,5924.193563234407,,0,423477.61727978033,AMORTIZING,MONTHLY
LN-002167,LN-002167-010,2023-04-30,46.942648424842446,5877.250914809564,5924.193563234407,,0,423430.6746313555,AMORTIZING,MONTHLY
LN-002167,LN-002167-011,2023-05-31,47.59414383366857,5876.599419400738,5924.193563234407,,0,423383.08048752183,AMORTIZING,MONTHLY
LN-002167,LN-002167-012,2023-06-30,48.254681047377744,5875.938882187029,5924.193563234407,,0,423334.82580647443,AMORTIZING,MONTHLY
LN-002167,LN-002167-013,2023-07-31,48.92438555301669,5875.26917768139,5924.193563234407,,0,423285.90142092144,AMORTIZING,MONTHLY
LN-002167,LN-002167-014,2023-08-31,49.6033845792108,5874.590178655196,5924.193563234407,,0,423236.29803634225,AMORTIZING,MONTHLY
LN-002167,LN-002167-015,2023-09-30,50.29180712033212,5873.9017561140745,5924.193563234407,,0,423186.00622922194,AMORTIZING,MONTHLY
LN-002167,LN-002167-016,2023-10-31,50.98978396100665,5873.2037792734,5924.193563234407,,0,423135.0164452609,AMORTIZING,MONTHLY
LN-002167,LN-002167-017,2023-11-30,51.697447700959856,5872.496115533447,5924.193563234407,,0,423083.31899755995,AMORTIZING,MONTHLY
LN-002167,LN-002167-018,2023-12-31,52.41493278020789,5871.778630454199,5924.193563234407,,0,423030.90406477975,AMORTIZING,MONTHLY
LN-002167,LN-002167-019,2024-01-31,53.14237550459802,5871.051187729809,5924.193563234407,,0,422977.76168927515,AMORTIZING,MONTHLY
LN-002167,LN-002167-020,2024-02-29,53.87991407170284,5870.313649162704,5924.193563234407,,0,422923.88177520345,AMORTIZING,MONTHLY
LN-002167,LN-002167-021,2024-03-31,54.627688597076485,5869.56587463733,5924.193563234407,,0,422869.2540866064,AMORTIZING,MONTHLY
LN-002167,LN-002167-022,2024-04-30,55.38584114087189,5868.807722093535,5924.193563234407,,0,422813.8682454655,AMORTIZING,MONTHLY
LN-002167,LN-002167-023,2024-05-31,56.154515734830056,5868.039047499577,5924.193563234407,,0,422757.7137297307,AMORTIZING,MONTHLY
LN-002167,LN-002167-024,2024-06-30,56.93385840964038,5867.259704824766,5924.193563234407,,0,422700.77987132105,AMORTIZING,MONTHLY
LN-002167,LN-002167-025,2024-07-31,57.7240172226866,5866.46954601172,5924.193563234407,,0,422643.05585409835,AMORTIZING,MONTHLY
LN-002167,LN-002167-026,2024-08-31,58.52514228617383,5865.668420948233,5924.193563234407,,0,422584.5307118122,AMORTIZING,MONTHLY
LN-002167,LN-002167-027,2024-09-30,59.33738579564215,5864.8561774387645,5924.193563234407,,0,422525.19332601654,AMORTIZING,MONTHLY
LN-002167,LN-002167-028,2024-10-31,60.16090205888668,5864.03266117552,5924.193563234407,,0,422465.03242395766,AMORTIZING,MONTHLY
LN-002167,LN-002167-029,2024-11-30,60.99584752526698,5863.19771570914,5924.193563234407,,0,422404.0365764324,AMORTIZING,MONTHLY
LN-002167,LN-002167-030,2024-12-31,61.84238081543299,5862.351182418974,5924.193563234407,,0,422342.194195617,AMORTIZING,MONTHLY
LN-002167,LN-002167-031,2025-01-31,62.70066275145655,5861.49290048295,5924.193563234407,,0,422279.49353286554,AMORTIZING,MONTHLY
LN-002167,LN-002167-032,2025-02-28,63.57085638738499,5860.622706847022,5924.193563234407,,0,422215.92267647816,AMORTIZING,MONTHLY
LN-002167,LN-002167-033,2025-03-31,64.45312704021853,5859.740436194188,5924.193563234407,,0,422151.4695494379,AMORTIZING,MONTHLY
LN-002167,LN-002167-034,2025-04-30,65.34764232131602,5858.845920913091,5924.193563234407,,0,422086.1219071166,AMORTIZING,MONTHLY
LN-002167,LN-002167-035,2025-05-31,66.25457216823634,5857.93899106617,5924.193563234407,,0,422019.8673349484,AMORTIZING,MONTHLY
LN-002167,LN-002167-036,2025-06-30,67.17408887702277,5857.019474357384,5924.193563234407,,0,421952.69324607134,AMORTIZING,MONTHLY
LN-001891,LN-001891-001,2022-05-31,3054.5287585970073,68563.76588660115,71618.29464519816,,0,3874824.8348480146,AMORTIZING,MONTHLY
LN-001891,LN-001891-002,2022-06-30,3108.5350788203214,68509.75956637783,71618.29464519816,,0,3871716.2997691943,AMORTIZING,MONTHLY
LN-001891,LN-001891-003,2022-07-31,3163.4962705981743,68454.79837459998,71618.29464519816,,0,3868552.803498596,AMORTIZING,MONTHLY
LN-001891,LN-001891-004,2022-08-31,3219.429216763543,68398.86542843461,71618.29464519816,,0,3865333.3742818325,AMORTIZING,MONTHLY
LN-001891,LN-001891-005,2022-09-30,3276.351098650397,68341.94354654776,71618.29464519816,,0,3862057.023183182,AMORTIZING,MONTHLY
LN-001891,LN-001891-006,2022-10-31,3334.2794013713137,68284.01524382684,71618.29464519816,,0,3858722.7437818106,AMORTIZING,MONTHLY
LN-001891,LN-001891-007,2022-11-30,3393.231919188547,68225.06272600961,71618.29464519816,,0,3855329.511862622,AMORTIZING,MONTHLY
LN-001891,LN-001891-008,2022-12-31,3453.2267609800765,68165.06788421808,71618.29464519816,,0,3851876.285101642,AMORTIZING,MONTHLY
LN-001891,LN-001891-009,2023-01-31,3514.2823558021337,68104.01228939602,71618.29464519816,,0,3848362.0027458398,AMORTIZING,MONTHLY
LN-001891,LN-001891-010,2023-02-28,3576.417458550277,68041.87718664788,71618.29464519816,,0,3844785.5852872897,AMORTIZING,MONTHLY
LN-001891,LN-001891-011,2023-03-31,3639.651155720465,67978.64348947769,71618.29464519816,,0,3841145.934131569,AMORTIZING,MONTHLY
LN-001891,LN-001891-012,2023-04-30,3704.0028712719213,67914.29177392623,71618.29464519816,,0,3837441.931260297,AMORTIZING,MONTHLY
LN-001891,LN-001891-013,2023-05-31,3769.492372593857,67848.8022726043,71618.29464519816,,0,3833672.438887703,AMORTIZING,MONTHLY
LN-001891,LN-001891-014,2023-06-30,3836.139776577431,67782.15486862072,71618.29464519816,,0,3829836.299111126,AMORTIZING,MONTHLY
LN-001891,LN-001891-015,2023-07-31,3903.9655557953083,67714.32908940285,71618.29464519816,,0,3825932.3335553305,AMORTIZING,MONTHLY
LN-001891,LN-001891-016,2023-08-31,3972.9905447903147,67645.30410040784,71618.29464519816,,0,3821959.34301054,AMORTIZING,MONTHLY
LN-001891,LN-001891-017,2023-09-30,4043.2359464753536,67575.0586987228,71618.29464519816,,0,3817916.1070640646,AMORTIZING,MONTHLY
LN-001891,LN-001891-018,2023-10-31,4114.7233386464795,67503.57130655168,71618.29464519816,,0,3813801.3837254182,AMORTIZING,MONTHLY
LN-001891,LN-001891-019,2023-11-30,4187.474680611049,67430.8199645871,71618.29464519816,,0,3809613.9090448073,AMORTIZING,MONTHLY
LN-001891,LN-001891-020,2023-12-31,4261.5123199331865,67356.78232526497,71618.29464519816,,0,3805352.396724874,AMORTIZING,MONTHLY
LN-001891,LN-001891-021,2024-01-31,4336.85899929842,67281.43564589974,71618.29464519816,,0,3801015.5377255757,AMORTIZING,MONTHLY
LN-001891,LN-001891-022,2024-02-29,4413.537863499747,67204.75678169841,71618.29464519816,,0,3796601.999862076,AMORTIZING,MONTHLY
LN-001891,LN-001891-023,2024-03-31,4491.572466547121,67126.72217865103,71618.29464519816,,0,3792110.4273955286,AMORTIZING,MONTHLY
LN-001891,LN-001891-024,2024-04-30,4570.986778902792,67047.30786629536,71618.29464519816,,0,3787539.440616626,AMORTIZING,MONTHLY
LN-001891,LN-001891-025,2024-05-31,4651.805194844419,66966.48945035374,71618.29464519816,,0,3782887.6354217813,AMORTIZING,MONTHLY
LN-001891,LN-001891-026,2024-06-30,4734.052539958517,66884.24210523964,71618.29464519816,,0,3778153.5828818227,AMORTIZING,MONTHLY
LN-001891,LN-001891-027,2024-07-31,4817.754078766244,66800.54056643191,71618.29464519816,,0,3773335.8288030564,AMORTIZING,MONTHLY
LN-001891,LN-001891-028,2024-08-31,4902.935522484113,66715.35912271404,71618.29464519816,,0,3768432.8932805723,AMORTIZING,MONTHLY
LN-001891,LN-001891-029,2024-09-30,4989.6230369219265,66628.67160827623,71618.29464519816,,0,3763443.2702436503,AMORTIZING,MONTHLY
LN-001891,LN-001891-030,2024-10-31,5077.843250520251,66540.4513946779,71618.29464519816,,0,3758365.4269931302,AMORTIZING,MONTHLY
LN-001891,LN-001891-031,2024-11-30,5167.6232625301345,66450.67138266802,71618.29464519816,,0,3753197.8037306,AMORTIZING,MONTHLY
LN-001891,LN-001891-032,2024-12-31,5258.990651337386,66359.30399386077,71618.29464519816,,0,3747938.8130792626,AMORTIZING,MONTHLY
LN-001891,LN-001891-033,2025-01-31,5351.973482933987,66266.32116226417,71618.29464519816,,0,3742586.839596329,AMORTIZING,MONTHLY
LN-001891,LN-001891-034,2025-02-28,5446.600319539313,66171.69432565884,71618.29464519816,,0,3737140.2392767896,AMORTIZING,MONTHLY
LN-001891,LN-001891-035,2025-03-31,5542.900228373881,66075.39441682427,71618.29464519816,,0,3731597.339048416,AMORTIZING,MONTHLY
LN-001891,LN-001891-036,2025-04-30,5640.902790588079,65977.39185461008,71618.29464519816,,0,3725956.436257828,AMORTIZING,MONTHLY
LN-002529,LN-002529-001,2025-05-31,180.21229170923243,1714.5694542311555,1894.781745940388,,0,261316.8472786475,AMORTIZING,MONTHLY
LN-002529,LN-002529-002,2025-06-30,181.39389769420723,1713.3878482461807,1894.781745940388,,0,261135.4533809533,AMORTIZING,MONTHLY
LN-002529,LN-002529-003,2025-07-31,182.58325116793822,1712.1984947724497,1894.781745940388,,0,260952.87012978535,AMORTIZING,MONTHLY
LN-002529,LN-002529-004,2025-08-31,183.78040292873084,1711.0013430116571,1894.781745940388,,0,260769.08972685662,AMORTIZING,MONTHLY
LN-002529,LN-002529-005,2025-09-30,184.98540410796272,1709.7963418324252,1894.781745940388,,0,260584.10432274867,AMORTIZING,MONTHLY
LN-002529,LN-002529-006,2025-10-31,186.1983061722658,1708.5834397681222,1894.781745940388,,0,260397.9060165764,AMORTIZING,MONTHLY
LN-002529,LN-002529-007,2025-11-30,187.41916092572683,1707.3625850146611,1894.781745940388,,0,260210.48685565067,AMORTIZING,MONTHLY
LN-002529,LN-002529-008,2025-12-31,188.6480205120979,1706.13372542829,1894.781745940388,,0,260021.83883513857,AMORTIZING,MONTHLY
LN-002529,LN-002529-009,2026-01-31,189.88493741702473,1704.8968085233632,1894.781745940388,,0,259831.95389772154,AMORTIZING,MONTHLY
LN-002529,LN-002529-010,2026-02-28,191.12996447028786,1703.6517814701,1894.781745940388,,0,259640.82393325126,AMORTIZING,MONTHLY
LN-002529,LN-002529-011,2026-03-31,192.3831548480589,1702.398591092329,1894.781745940388,,0,259448.4407784032,AMORTIZING,MONTHLY
LN-002529,LN-002529-012,2026-04-30,193.6445620751731,1701.1371838652149,1894.781745940388,,0,259254.79621632802,AMORTIZING,MONTHLY
LN-002529,LN-002529-013,2026-05-31,194.91424002741292,1699.867505912975,1894.781745940388,,0,259059.88197630062,AMORTIZING,MONTHLY
LN-002529,LN-002529-014,2026-06-30,196.1922429338117,1698.5895030065763,1894.781745940388,,0,258863.6897333668,AMORTIZING,MONTHLY
LN-002529,LN-002529-015,2026-07-31,197.47862537896845,1697.3031205614195,1894.781745940388,,0,258666.21110798782,AMORTIZING,MONTHLY
LN-002529,LN-002529-016,2026-08-31,198.77344230537938,1696.0083036350086,1894.781745940388,,0,258467.43766568243,AMORTIZING,MONTHLY
LN-002529,LN-002529-017,2026-09-30,200.07674901578434,1694.7049969246036,1894.781745940388,,0,258267.36091666666,AMORTIZING,MONTHLY
LN-002529,LN-002529-018,2026-10-31,201.38860117552917,1693.3931447648588,1894.781745940388,,0,258065.97231549112,AMORTIZING,MONTHLY
LN-002529,LN-002529-019,2026-11-30,202.709054814944,1692.072691125444,1894.781745940388,,0,257863.26326067618,AMORTIZING,MONTHLY
LN-002529,LN-002529-020,2026-12-31,204.03816633173415,1690.7435796086538,1894.781745940388,,0,257659.22509434444,AMORTIZING,MONTHLY
LN-002529,LN-002529-021,2027-01-31,205.37599249339178,1689.4057534469962,1894.781745940388,,0,257453.84910185105,AMORTIZING,MONTHLY
LN-002529,LN-002529-022,2027-02-28,206.72259043961776,1688.0591555007702,1894.781745940388,,0,257247.12651141145,AMORTIZING,MONTHLY
LN-002529,LN-002529-023,2027-03-31,208.07801768476384,1686.7037282556241,1894.781745940388,,0,257039.04849372667,AMORTIZING,MONTHLY
LN-002529,LN-002529-024,2027-04-30,209.4423321202894,1685.3394138200986,1894.781745940388,,0,256829.60616160638,AMORTIZING,MONTHLY
LN-002529,LN-002529-025,2027-05-31,210.8155920172319,1683.966153923156,1894.781745940388,,0,256618.79056958915,AMORTIZING,MONTHLY
LN-002529,LN-002529-026,2027-06-30,212.19785602869842,1682.5838899116895,1894.781745940388,,0,256406.59271356044,AMORTIZING,MONTHLY
