run_id,as_of_date,instrument_id,counterparty_id,product_type,scenario,scenario_weight,stage,pd_12m,pd_applied,lgd,ead,scenario_ecl,weighted_ecl
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002420,CP-I-01633,Auto Loan,Severe,0.1,1,0.05513574582027399,0.05513574582027403,0.35945996574871025,8749.106352418754,173.39935512595267,17.339935512595268
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002421,CP-C-00272,Revolving Credit Facility,Severe,0.1,1,0.05497378086603045,0.05497378086603045,0.6546012399844183,1007228.8201445183,36246.0407573965,3624.60407573965
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002422,CP-I-00570,Mortgage,Severe,0.1,1,0.03265213292321146,0.03265213292321146,0.3760375202714401,208620.6397471186,2561.5333158596072,256.15333158596076
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002423,CP-C-00604,Commercial Real Estate,Severe,0.1,1,0.054223260943669666,0.05422326094366969,0.46333998887161154,1295137.0079949903,32538.76979544434,3253.876979544434
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002424,CP-I-01516,Personal Loan,Severe,0.1,1,0.04715696376185151,0.04715696376185152,0.6546012399844183,8883.219832131477,274.21617475783773,27.421617475783776
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002425,CP-C-00138,Commercial Term Loan,Severe,0.1,1,0.042036522505120064,0.042036522505120064,0.4858963130404144,2946899.920815447,60191.58399952068,6019.158399952068
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002426,CP-I-00940,Personal Loan,Severe,0.1,2,0.1401515405925645,0.26066062685465974,0.6546012399844183,5018.241096355464,856.2563035973321,85.62563035973322
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002427,CP-C-00049,Commercial Real Estate,Severe,0.1,1,0.0933005401112632,0.09330054011126321,0.5160114819196603,2449976.2336871647,117952.02320952891,11795.202320952892
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002428,CP-I-00536,Mortgage,Severe,0.1,1,0.04541678567682677,0.04541678567682677,0.2984724209950992,145737.7609797779,1975.5712418518206,197.55712418518206
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002429,CP-I-00788,Credit Card,Severe,0.1,1,0.04357900403304933,0.04357900403304937,0.6546012399844183,7633.845671736334,217.7697236679347,21.776972366793473
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002430,CP-I-00768,Credit Card,Severe,0.1,1,0.0357193653233444,0.03571936532334441,0.6546012399844183,25173.50458422789,588.6053947254597,58.86053947254598
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002431,CP-I-00509,Personal Loan,Severe,0.1,1,0.08605744011326201,0.08605744011326201,0.6546012399844183,19163.51321008765,1079.544073016232,107.9544073016232
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002432,CP-C-00141,Commercial Real Estate,Severe,0.1,1,0.04641745148760507,0.04641745148760512,0.41612253958318957,5134948.799919919,99183.32197484511,9918.332197484511
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002433,CP-C-00124,Commercial Term Loan,Severe,0.1,1,0.07552192014776453,0.07552192014776453,0.32585392855153494,2585366.019367177,63623.568063842045,6362.356806384205
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002434,CP-I-00894,Credit Card,Severe,0.1,2,0.2825680952791022,0.8613894450444084,0.6546012399844183,21325.589762149993,12024.78776734595,1202.478776734595
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002435,CP-I-00778,Credit Card,Severe,0.1,1,0.08509781090536214,0.08509781090536217,0.6546012399844183,20727.431256510525,1154.6243053288388,115.46243053288389
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002436,CP-C-00390,Revolving Credit Facility,Severe,0.1,1,0.08039946130234352,0.08039946130234354,0.6546012399844183,162327.91429110835,8543.251097873077,854.3251097873077
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002437,CP-I-01582,Mortgage,Severe,0.1,2,0.1442798979380052,0.7124893911474751,0.29761268333183993,171894.81506953362,36449.58725062185,3644.9587250621853
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002438,CP-I-01523,Mortgage,Severe,0.1,1,0.07616064444325106,0.0761606444432511,0.35746261749174935,220840.9132672874,6012.301842063347,601.2301842063347
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002439,CP-I-00351,Personal Loan,Severe,0.1,1,0.09136844826684508,0.09136844826684509,0.6546012399844183,26892.580287285142,1608.4425251099656,160.84425251099657
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002440,CP-C-00606,Equipment Lease,Severe,0.1,1,0.05787178909833251,0.05787178909833251,0.3238727612675971,237480.82959099792,4451.126019189713,445.1126019189713
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002441,CP-C-00380,Commercial Term Loan,Severe,0.1,2,0.10750980739424079,0.26545175906321905,0.5157432645383893,245557.2894641894,33618.010105215144,3361.8010105215144
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002442,CP-I-01040,Credit Card,Severe,0.1,1,0.04824694007435072,0.04824694007435072,0.6546012399844183,5677.248650650393,179.30174410380582,17.930174410380584
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002443,CP-I-00729,Mortgage,Severe,0.1,1,0.048170649753478734,0.048170649753478734,0.43405372561815847,225701.49272058756,4719.113513728557,471.91135137285573
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002444,CP-I-01100,Mortgage,Severe,0.1,1,0.06689260451857465,0.0668926045185747,0.3025449767791343,368293.1667877414,7453.525020670381,745.3525020670381
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002445,CP-I-00055,Personal Loan,Severe,0.1,2,0.1782301316409471,0.3246942834571449,0.6546012399844183,3532.75942879568,750.8713439687366,75.08713439687367
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002446,CP-C-00400,Revolving Credit Facility,Severe,0.1,1,0.063259782842791,0.063259782842791,0.6546012399844183,809975.1363729782,33541.01555381772,3354.1015553817724
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002447,CP-I-00541,Auto Loan,Severe,0.1,2,0.1447885956808757,0.26861345392251124,0.3376371590645124,23369.109797231464,2119.4353207221097,211.94353207221099
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002448,CP-I-01246,Credit Card,Severe,0.1,1,0.06680262172862682,0.06680262172862683,0.6546012399844183,31848.753165077775,1392.7166437731119,139.2716643773112
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002449,CP-I-01655,Mortgage,Severe,0.1,1,0.09347747226687737,0.09347747226687741,0.29398433299387494,188355.4283065421,5176.179012987527,517.6179012987527
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002450,CP-C-00561,Commercial Term Loan,Severe,0.1,1,0.09568188171669346,0.09568188171669346,0.36111004960930315,548538.57153908,18952.934157629123,1895.2934157629124
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002451,CP-I-00073,Auto Loan,Severe,0.1,1,0.06381041594572875,0.06381041594572878,0.3182526873729261,29752.796278138296,604.2149179829354,60.421491798293545
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002452,CP-I-01517,Personal Loan,Severe,0.1,1,0.053717964510035944,0.053717964510035965,0.6546012399844183,3237.1853670944447,113.83188829723794,11.383188829723794
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002453,CP-I-00004,Personal Loan,Severe,0.1,1,0.0390585385355693,0.0390585385355693,0.6546012399844183,5657.092670052969,144.63923156979402,14.463923156979403
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002454,CP-I-00829,Mortgage,Severe,0.1,1,0.06955269654830952,0.06955269654830953,0.4677509854405615,290949.0560675221,9465.54524760537,946.5545247605371
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002455,CP-I-00054,Credit Card,Severe,0.1,2,0.12439561568739979,0.6308265790487443,0.6546012399844183,12181.227199478457,5030.114264862001,503.0114264862001
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002456,CP-I-01478,Credit Card,Severe,0.1,1,0.06965132074556615,0.06965132074556615,0.6546012399844183,9903.217318854786,451.52571509741574,45.15257150974158
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002457,CP-I-00895,Credit Card,Severe,0.1,1,0.05741718677086047,0.057417186770860495,0.6546012399844183,10118.544829470124,380.3091668543794,38.03091668543794
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002458,CP-I-00136,Personal Loan,Severe,0.1,1,0.056786156334699425,0.056786156334699425,0.6546012399844183,4875.112393407192,181.21908362952684,18.121908362952684
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002459,CP-I-01208,Mortgage,Severe,0.1,2,0.08901447742336463,0.5256577583993993,0.35369368500506476,453613.5202269677,84336.65562086944,8433.665562086944
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002460,CP-C-00148,Commercial Real Estate,Severe,0.1,1,0.05107638038368822,0.051076380383688225,0.49937902335680684,682322.6273321537,17403.64363899932,1740.3643638999322
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002461,CP-C-00088,Revolving Credit Facility,Severe,0.1,1,0.04776561216985226,0.04776561216985231,0.6546012399844183,234960.8472172579,7346.621597572254,734.6621597572255
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002462,CP-C-00456,Equipment Lease,Severe,0.1,1,0.07640060754276995,0.07640060754276995,0.4098324299314884,242181.9549882453,7583.067360178758,758.3067360178758
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002463,CP-I-00690,Personal Loan,Severe,0.1,1,0.053877008969882643,0.05387700896988268,0.6546012399844183,1156.8713372711923,40.800488436664274,4.080048843666428
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002464,CP-C-00244,Commercial Real Estate,Severe,0.1,1,0.041798764779525516,0.041798764779525516,0.34448767883710646,1841852.2456742702,26521.124181986423,2652.1124181986424
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002465,CP-I-01634,Personal Loan,Severe,0.1,1,0.05411337877293648,0.05411337877293648,0.6546012399844183,5259.016817733248,186.28849532654655,18.628849532654655
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002466,CP-I-00393,Credit Card,Severe,0.1,2,0.22881597752494082,0.7456142274739673,0.6546012399844183,20292.02223268033,9904.130167789739,990.413016778974
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002467,CP-I-01266,Mortgage,Severe,0.1,1,0.040587930275813276,0.04058793027581331,0.31680142879522893,288534.13576045167,3710.0626048154872,371.00626048154874
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002468,CP-I-00890,Credit Card,Severe,0.1,1,0.046775326139884985,0.046775326139885,0.6546012399844183,19056.77470583629,583.5029386510627,58.350293865106266
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002469,CP-I-01155,Mortgage,Severe,0.1,1,0.028804514128192817,0.02880451412819285,0.4190076111583093,236809.39107946082,2858.126107061192,285.81261070611924
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002470,CP-I-00441,Auto Loan,Severe,0.1,2,0.1485322417334421,0.27500265663252244,0.3281585973472641,12252.540486225898,1105.7242191982405,110.57242191982405
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002471,CP-I-01249,Personal Loan,Severe,0.1,1,0.030955552748314977,0.030955552748314977,0.6546012399844183,27441.643351023897,556.0649258915571,55.606492589155714
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002472,CP-I-01195,Personal Loan,Severe,0.1,2,0.1267402695522301,0.2374174431782884,0.6546012399844183,3552.338153438523,552.0822032797196,55.20822032797196
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002473,CP-I-00238,Auto Loan,Severe,0.1,1,0.056821900252984746,0.056821900252984746,0.4145557063386025,9733.06911185658,229.27064785718738,22.92706478571874
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002474,CP-C-00527,Revolving Credit Facility,Severe,0.1,1,0.057206264169499976,0.057206264169499976,0.6546012399844183,822665.1248003962,30806.58070256765,3080.6580702567653
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002475,CP-I-00459,Personal Loan,Severe,0.1,1,0.01744093866100225,0.01744093866100227,0.6546012399844183,3620.1678512010167,41.330949801498306,4.1330949801498305
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002476,CP-I-00381,Credit Card,Severe,0.1,1,0.04011930549499754,0.04011930549499754,0.6546012399844183,12849.27444234539,337.4495358458845,33.74495358458845
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002477,CP-I-00945,Auto Loan,Severe,0.1,1,0.05081753110652811,0.05081753110652811,0.30099288183794576,10605.352087215666,162.21644443925143,16.221644443925143
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002478,CP-I-01030,Auto Loan,Severe,0.1,1,0.035124084170472324,0.035124084170472324,0.35463835708846525,8127.956183757982,101.24464672585928,10.12446467258593
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002479,CP-I-00062,Mortgage,Severe,0.1,1,0.02290223476225035,0.022902234762250395,0.5172784434090457,236152.39338079825,2797.657813057003,279.7657813057003
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002480,CP-I-01522,Auto Loan,Severe,0.1,1,0.02062155733829594,0.02062155733829596,0.49642721963594083,7679.899179531332,78.61991412296373,7.861991412296374
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002481,CP-I-00967,Auto Loan,Severe,0.1,1,0.11857971868185675,0.1185797186818568,0.3137046171648428,18381.246195235388,683.7640737660172,68.37640737660172
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002482,CP-C-00394,Commercial Term Loan,Severe,0.1,1,0.0800223533990789,0.08002235339907893,0.5684790513307181,9991254.581288965,454512.4773371357,45451.24773371357
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002483,CP-C-00209,Revolving Credit Facility,Severe,0.1,1,0.09399424228319875,0.09399424228319875,0.6546012399844183,1095217.677452845,67387.37198826905,6738.737198826905
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002484,CP-C-00355,Commercial Term Loan,Severe,0.1,1,0.09635644859697358,0.09635644859697358,0.5763711553394354,910408.023259323,50561.40103745729,5056.140103745729
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002485,CP-I-00730,Mortgage,Severe,0.1,1,0.043435760527863826,0.043435760527863826,0.4081588153692345,200361.98856127798,3552.155294808731,355.2155294808731
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002486,CP-C-00293,Commercial Real Estate,Severe,0.1,1,0.06060271217487466,0.06060271217487467,0.3705140423245314,14559626.662351353,326924.1263943442,32692.41263943442
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002487,CP-I-01008,Mortgage,Severe,0.1,1,0.07580526840967772,0.07580526840967772,0.34438058797014093,249398.1467181155,6510.753827273292,651.0753827273293
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002488,CP-C-00062,Commercial Term Loan,Severe,0.1,1,0.03982271114483304,0.039822711144833045,0.3211203505727651,1321868.4238217187,16903.89869709302,1690.389869709302
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002489,CP-I-00579,Personal Loan,Severe,0.1,1,0.08579507591772174,0.08579507591772174,0.6546012399844183,6650.272518891336,373.4896995708878,37.348969957088784
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002490,CP-C-00216,Commercial Term Loan,Severe,0.1,1,0.0864705947906909,0.0864705947906909,0.5422658748195914,1523004.4505150737,71413.75899320102,7141.375899320102
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002491,CP-I-00112,Credit Card,Severe,0.1,2,0.1819679710733158,0.5979870128888196,0.6546012399844183,16633.10773987515,6510.91426053317,651.091426053317
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002492,CP-C-00362,Revolving Credit Facility,Severe,0.1,1,0.08902309444822495,0.08902309444822498,0.6546012399844183,1377472.2643419132,80271.68380282976,8027.168380282977
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002493,CP-C-00467,Equipment Lease,Severe,0.1,1,0.054382102644307095,0.054382102644307095,0.45756537970076633,294681.2637172855,7332.662164342729,733.2662164342729
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002494,CP-C-00400,Commercial Real Estate,Severe,0.1,1,0.063259782842791,0.063259782842791,0.6084181575193419,1453674.1444562243,55949.59270072053,5594.959270072053
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002495,CP-C-00247,Commercial Real Estate,Severe,0.1,1,0.04187552690142302,0.041875526901423044,0.45644906213975783,1528073.6431764264,29207.66834959222,2920.7668349592223
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002496,CP-I-01487,Mortgage,Severe,0.1,1,0.053675898022949066,0.053675898022949066,0.3382811439374389,311870.8640671382,5662.808994335808,566.2808994335809
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002497,CP-I-01654,Credit Card,Severe,0.1,2,0.10158528394104692,0.38275914267817235,0.6546012399844183,17321.497461253788,4339.981030844132,433.99810308441323
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002498,CP-I-00386,Auto Loan,Severe,0.1,2,0.10862056027831925,0.20544269444146246,0.3516848903184867,4214.685516148326,304.51562870818674,30.451562870818677
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002499,CP-I-00397,Mortgage,Severe,0.1,1,0.03498322698829893,0.03498322698829893,0.5930212647664347,247445.925339354,5133.463062807133,513.3463062807133
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002500,CP-C-00553,Commercial Term Loan,Severe,0.1,1,0.06527165503393045,0.06527165503393051,0.33005700275821603,1400922.7406223603,30180.592495506615,3018.0592495506617
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002501,CP-I-00793,Mortgage,Severe,0.1,2,0.12129412352144398,0.6445747753686653,0.32616220702840754,145150.11702518867,30515.77003531605,3051.5770035316054
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002502,CP-C-00123,Equipment Lease,Severe,0.1,2,0.25980664615574,0.4521137989247861,0.3770418040498543,241661.6203819606,41195.04202345018,4119.504202345018
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002503,CP-I-00783,Auto Loan,Severe,0.1,2,0.14277379773039275,0.2651632381424265,0.5648030562809928,16160.535502212882,2420.2827177227387,242.02827177227388
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002504,CP-I-00317,Credit Card,Severe,0.1,1,0.05489014637173909,0.05489014637173909,0.6546012399844183,16538.53010738955,594.2485363564645,59.42485363564645
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002505,CP-I-00553,Credit Card,Severe,0.1,1,0.04000271659317723,0.04000271659317723,0.6546012399844183,5286.481053868603,138.4308829920087,13.84308829920087
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002506,CP-I-01205,Auto Loan,Severe,0.1,1,0.056077054988486696,0.056077054988486696,0.49195072606398577,31913.13984768183,880.3925094776101,88.03925094776102
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002507,CP-C-00200,Commercial Term Loan,Severe,0.1,1,0.06567971087202104,0.06567971087202107,0.4227823395367618,799206.4575010997,22192.542193921825,2219.2542193921827
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002508,CP-C-00014,Commercial Term Loan,Severe,0.1,1,0.07725819652557399,0.07725819652557399,0.6018709095507112,954240.2615715859,44371.657840073356,4437.165784007336
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002509,CP-C-00127,Revolving Credit Facility,Severe,0.1,1,0.11353787839615744,0.11353787839615748,0.6546012399844183,3218438.491064945,239200.90134304634,23920.090134304635
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002510,CP-I-00340,Mortgage,Severe,0.1,2,0.10430279825479219,0.5857240332328817,0.3693235045357257,332082.8755762355,71836.71645954522,7183.671645954522
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002511,CP-I-00269,Credit Card,Severe,0.1,1,0.030173165422756033,0.030173165422756054,0.6546012399844183,23158.19931338315,457.40666107345544,45.74066610734555
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002512,CP-I-01052,Personal Loan,Severe,0.1,1,0.029414744053695596,0.029414744053695596,0.6546012399844183,3535.414878210009,68.07415868743911,6.807415868743911
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002513,CP-I-00839,Personal Loan,Severe,0.1,1,0.04406728164176864,0.04406728164176865,0.6546012399844183,15675.01893159831,452.169389805638,45.2169389805638
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002514,CP-I-00270,Mortgage,Severe,0.1,1,0.02207298791041487,0.0220729879104149,0.35044090539375583,171364.12110863303,1325.5490933930857,132.55490933930858
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002515,CP-C-00594,Revolving Credit Facility,Severe,0.1,1,0.06145693638153724,0.061456936381537264,0.6546012399844183,3093050.1475694515,124432.74787779183,12443.274787779184
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002516,CP-I-01108,Mortgage,Severe,0.1,1,0.05470058112406834,0.05470058112406839,0.44026233165169687,471495.7045831366,11354.844995794298,1135.48449957943
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002517,CP-C-00536,Commercial Real Estate,Severe,0.1,1,0.1089422608891211,0.1089422608891211,0.3394198346522328,4685255.861910191,173247.47522003725,17324.747522003727
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002518,CP-C-00090,Equipment Lease,Severe,0.1,1,0.09972705677388245,0.0997270567738825,0.28658767173918853,647873.2469867627,18516.57049642829,1851.657049642829
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002519,CP-C-00589,Commercial Real Estate,Severe,0.1,1,0.07144619696426599,0.07144619696426602,0.49693209455754966,4083461.2949368344,144978.83538500185,14497.883538500186
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002520,CP-I-01048,Mortgage,Severe,0.1,1,0.08104851174937891,0.08104851174937891,0.38102707566136074,345838.1230392962,10680.06135474371,1068.006135474371
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002521,CP-I-00316,Credit Card,Severe,0.1,1,0.030154093945448265,0.030154093945448265,0.6546012399844183,12080.248487136603,238.45090489510017,23.845090489510017
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002522,CP-I-00551,Mortgage,Severe,0.1,1,0.04716035226006997,0.04716035226006998,0.5898411542254292,168613.61159890864,4690.344496007816,469.0344496007816
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002523,CP-I-00210,Mortgage,Severe,0.1,1,0.02498987546471598,0.024989875464715983,0.34261074331335817,188102.87423868998,1610.4991525927162,161.04991525927164
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002524,CP-I-00301,Mortgage,Severe,0.1,2,0.12721293529772104,0.6632819414367717,0.5493667891136979,225599.1498606728,82204.96211413719,8220.49621141372
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002525,CP-I-00122,Credit Card,Severe,0.1,2,0.13789012919594087,0.4286485226562121,0.6546012399844183,29026.743740411042,8144.725908203416,814.4725908203417
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002526,CP-I-01330,Credit Card,Severe,0.1,1,0.027248644584179926,0.02724864458417997,0.6546012399844183,21359.218932009102,380.98431403140336,38.09843140314034
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002527,CP-I-00731,Auto Loan,Severe,0.1,1,0.04464830851267744,0.04464830851267744,0.4815532294186023,40976.5399742126,881.0176200906363,88.10176200906363
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002528,CP-I-01231,Credit Card,Severe,0.1,1,0.03240799358135049,0.03240799358135049,0.6546012399844183,10762.827472714622,228.32598844380345,22.832598844380346
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002529,CP-I-00664,Mortgage,Severe,0.1,1,0.10166604880276812,0.10166604880276812,0.5008029583398074,245320.6366538031,12490.416316342309,1249.041631634231
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002530,CP-I-01470,Personal Loan,Severe,0.1,1,0.053667813923177835,0.053667813923177876,0.6546012399844183,2599.4424315305478,91.32105765986886,9.132105765986886
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002531,CP-I-01328,Mortgage,Severe,0.1,1,0.03384724330149439,0.03384724330149439,0.31392989252780645,215997.99612966948,2295.1215811844145,229.51215811844145
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002532,CP-C-00383,Equipment Lease,Severe,0.1,1,0.06981502857244777,0.06981502857244781,0.29289392973690126,680255.5465132551,13910.136206658512,1391.0136206658512
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002533,CP-I-00112,Credit Card,Severe,0.1,2,0.09004621266032224,0.3221443614435363,0.6546012399844183,56590.94027175673,11933.676692403893,1193.3676692403894
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002534,CP-I-00462,Mortgage,Severe,0.1,2,0.15096378281377806,0.7299714215616308,0.3421484220578161,213517.13212819208,53327.73359822875,5332.773359822875
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002535,CP-I-00294,Mortgage,Severe,0.1,1,0.015794496606624877,0.015794496606624908,0.5020154879231363,364633.2768030723,2891.2071227028423,289.12071227028423
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002536,CP-I-00466,Mortgage,Severe,0.1,1,0.053267618076954626,0.05326761807695468,0.470165516900809,146178.0457276092,3660.970272863915,366.0970272863915
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002537,CP-I-00143,Mortgage,Severe,0.1,1,0.041243576676228834,0.041243576676228834,0.4340526971334645,135135.09611649913,2419.1730441614836,241.91730441614837
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002538,CP-C-00594,Equipment Lease,Severe,0.1,1,0.06145693638153724,0.061456936381537264,0.5438382762487478,613844.126237337,20516.2877762187,2051.62877762187
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002539,CP-C-00246,Commercial Real Estate,Severe,0.1,1,0.078242015979829,0.078242015979829,0.3480258030311552,2861104.1634718273,77908.55430139278,7790.855430139279
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002540,CP-C-00094,Commercial Real Estate,Severe,0.1,1,0.08337091121209768,0.08337091121209772,0.3074434860362464,1766861.6367445071,45287.921095353486,4528.792109535349
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002541,CP-I-01375,Mortgage,Severe,0.1,1,0.06520727703055539,0.0652072770305554,0.39390611572418255,471438.89137988305,12109.164959259913,1210.9164959259913
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002542,CP-I-00751,Credit Card,Severe,0.1,1,0.06025711326748325,0.06025711326748329,0.6546012399844183,6018.965410290509,237.41436524716735,23.741436524716736
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002543,CP-I-01540,Auto Loan,Severe,0.1,1,0.12430479017771502,0.12430479017771502,0.37756423618316515,9680.582506262093,454.33919655475967,45.43391965547597
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002544,CP-C-00174,Commercial Term Loan,Severe,0.1,1,0.08530604866075404,0.08530604866075409,0.31897359141591336,701619.901508254,19091.341827848995,1909.1341827848996
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002545,CP-I-00808,Credit Card,Severe,0.1,2,0.09456782171855797,0.31666434917663266,0.6546012399844183,12870.862293515727,2667.9865732099265,266.7986573209927
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002546,CP-I-01359,Personal Loan,Severe,0.1,2,0.04559399198193873,0.08910917185902834,0.6546012399844183,4853.175783444996,283.0904723483947,28.309047234839472
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002547,CP-I-00510,Mortgage,Severe,0.1,1,0.06036403762395612,0.060364037623956146,0.2955479358358574,94860.344877678,1692.3528256935854,169.23528256935856
IFRS9_20260630_FINAL_V1,2026-06-30,LN-002548,CP-I-00681,Auto Loan,Severe,0.1,1,0.025255866195759296,0.025255866195759296,0.320276840027096,88903.11870443451,719.1256824318618,71.91256824318619
